sc_id,role,item_ref,resolves_to,name_ru,category,historical_confidence,generation_policy,frequency_class,weight,status
sc_scn062,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn062,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn062,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn063,required,ARC0027,matcult_item,Срубный колодец,architecture,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn063,required,HOU0031,matcult_item,Долбленое ведро,household_items,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn063,required,HOU0018,matcult_item,Веревка пеньковая или льняная,household_items,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn063,allowed,MSC0023,matcult_item,Лужа в колее,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn063,allowed,MSC0022,matcult_item,Грязь с щепой на мостовой,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn063,allowed,FUR0001,matcult_item,Деревянная колыбель подвесная,furniture,C,reference_required,contextual,2,candidate
sc_scn063,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn063,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn063,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn064,required,MSC0011,matcult_item,Городская мусорная яма,miscellaneous,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn064,required,MSC0025,matcult_item,Зола и угли очага,miscellaneous,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn064,required,MSC0001,matcult_item,Соломенная подстилка,miscellaneous,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn064,required,MSC0002,matcult_item,Куча коры,miscellaneous,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn064,allowed,MSC0003,matcult_item,Обрезки кожи,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn064,allowed,MSC0035,matcult_item,Щепа плотницкого двора,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn064,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn064,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn064,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn065,required,FRN0001,matcult_item,Балтийский бронзовый подвес/фурнитура как контактный предмет,foreign_material_culture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn065,required,FRN0002,matcult_item,Ливонский/балтийский боевой наконечник как импорт/личная вещь,foreign_material_culture,C,reference_required,ubiquitous,8,candidate
sc_scn065,allowed,FSH0027,matcult_item,Ставная сеть,fishing,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn065,allowed,FSH0001,matcult_item,Деревянный колот/дубинка для рыбы,fishing,C,reference_required,contextual,2,candidate
sc_scn065,allowed,WTR0038,matcult_item,Рыбацкая лодка с парой вёсел,water_transport,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn065,allowed,TRD0051,matcult_item,Связка меховых шкурок,trade,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn065,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn065,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn065,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_scn065,forbidden,AP050,anti_pattern,Массовые монеты в каждой сцене,,,,,,candidate
sc_scn066,required,FRN0025,matcult_item,Русский предмет из другого княжества,foreign_material_culture,B,safe_with_constraints,ubiquitous,8,candidate
sc_scn066,required,TRD0052,matcult_item,Тюк кожи,trade,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn066,required,TRD0037,matcult_item,Малые равноплечие весы купца,trade,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_scn066,allowed,LTR0017,matcult_item,Двухколёсная грузовая телега,land_transport,A,safe_with_record_specific_reference,contextual,2,candidate
sc_scn066,allowed,POT0020,matcult_item,Керамический кувшин,pottery_and_vessels,C,reference_required,contextual,2,candidate
sc_scn066,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_scn066,forbidden,AP003,anti_pattern,Русское узорочье XVII века,,,,,,candidate
sc_scn066,forbidden,AP052,anti_pattern,Сплошная живописная разруха,,,,,,candidate
sc_x001_bathhouse,required,INT0042,matcult_item,Печь-каменка бани,interiors,C,reference_required,ubiquitous,8,candidate
sc_x001_bathhouse,required,HOU0036,matcult_item,Кадка клепочная,household_items,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_x001_bathhouse,required,HOU0001,matcult_item,Деревянное ведро с обручами,household_items,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_x001_bathhouse,allowed,HOU0040,matcult_item,Лохань клепочная,household_items,A,safe_with_record_specific_reference,contextual,2,candidate
sc_x001_bathhouse,allowed,INT0035,matcult_item,Лучина,interiors,B,safe_with_constraints,contextual,2,candidate
sc_x001_bathhouse,allowed,HOU0017,matcult_item,Метла из прутьев,household_items,B,safe_with_constraints,contextual,2,candidate
sc_x001_bathhouse,allowed,MSC0046,matcult_item,Колотые дрова,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_x001_bathhouse,allowed,MSC0025,matcult_item,Зола и угли очага,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_x001_bathhouse,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_x002_ovin,required,AGR0039,matcult_item,Сноп зерна,agriculture,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_x002_ovin,required,MSC0046,matcult_item,Колотые дрова,miscellaneous,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_x002_ovin,allowed,AGR0016,matcult_item,Деревянные вилы из развилки,agriculture,A,safe_with_record_specific_reference,contextual,2,candidate
sc_x002_ovin,allowed,AGR0003,matcult_item,Деревянная лопата,agriculture,A,safe_with_record_specific_reference,contextual,2,candidate
sc_x002_ovin,allowed,MSC0030,matcult_item,Солома,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_x002_ovin,allowed,MSC0005,matcult_item,Уголья и головни,miscellaneous,A,safe_with_record_specific_reference,contextual,2,candidate
sc_x002_ovin,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
sc_x003_podklet_cold_store,required,FUR0006,matcult_item,Ларь крупный,furniture,B,safe_with_constraints,ubiquitous,8,candidate
sc_x003_podklet_cold_store,required,HOU0036,matcult_item,Кадка клепочная,household_items,A,safe_with_record_specific_reference,ubiquitous,8,candidate
sc_x003_podklet_cold_store,allowed,HOU0015,matcult_item,Мешок тканевый,household_items,A,safe_with_record_specific_reference,contextual,2,candidate
sc_x003_podklet_cold_store,allowed,HOU0024,matcult_item,Бочка дубовая,household_items,A,safe_with_record_specific_reference,contextual,2,candidate
sc_x003_podklet_cold_store,allowed,POT0018,matcult_item,Керамический горшок крупный,pottery_and_vessels,A,safe_with_record_specific_reference,contextual,2,candidate
sc_x003_podklet_cold_store,allowed,HOU0022,matcult_item,Берестяной туес,household_items,A,safe_with_record_specific_reference,contextual,2,candidate
sc_x003_podklet_cold_store,allowed,FUR0026,matcult_item,Сундук дощатый с плоской крышкой,furniture,A,safe_with_record_specific_reference,contextual,2,candidate
sc_x003_podklet_cold_store,forbidden,AP001,anti_pattern,Изба XIX века,,,,,,candidate
