g3_id	title	place_template_id	scale_class	household_estimate	household_mix	site_extent_note	g4_target	historical_gameplay_profile
gn_nov_g1_07_03_g3_011_nizhniy_pochinok_pristan	Дальнее Починье: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_07_03_g3_012_bereze_brod	Березье: брод	pt_ford_place	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_07_03_g3_013_luzhitsy_selo	Нижние Лужицы: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_07_03_g3_014_selische_selo	Старое Селище: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_07_03_g3_015_pochinok_pristan	Нижний Починок: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_07_03_g3_016_dubrovo_derevnya	Дуброво: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_07_04_g3_001_bereze_pristan	Верхнее Березье: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_07_04_g3_002_luzhitsy_brod	Лужицы: брод	pt_ford_place	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_07_04_g3_003_selische_selo	Новое Селище: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_07_04_g3_004_pochinok_selo	Старый Починок: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_07_04_g3_005_dubrovo_pristan	Верхнее Дуброво: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_07_04_g3_006_sosnovets_derevnya	Сосновец: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_07_04_g3_007_mhovoe_brod	Мховое: брод	pt_ford_place	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_07_04_g3_008_ozerets_selo	Нижний Озерец: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_07_04_g3_009_pleso_pristan	Плесо: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_07_04_g3_010_zalese_selo	Нижнее Залесье: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_07_04_g3_011_borok_pristan	Верхний Борок: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_07_04_g3_012_navolok_brod	Нижний Наволок: брод	pt_ford_place	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_07_04_g3_013_glinka_selo	Верхняя Глинка: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_07_04_g3_014_luki_selo	Нижние Луки: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_07_04_g3_015_pogostok_pristan	Верхний Погосток: пристань	pt_river_landing	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_07_04_g3_016_rybnyy_stan_derevnya	Рыбный Стан: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_07_05_g3_001_navolok_ohotnichiy_stan	Старый Наволок: охотничий стан	pt_hunting_camp	resource_camp	0-3 временных двора/избы; постоянного поселения обычно нет	промысловики, лесные работники, сторож или временная артель	входная тропа, кострище, жилая изба/шалаш, навес, склад, вода, ресурсная линия и выход в лес/болото	7 G4-зон	связан с ресурсной средой, сезонностью и риском ориентации
gn_nov_g1_07_05_g3_002_glinka_ohotnichiy_stan	Нижняя Глинка: охотничий стан	pt_hunting_camp	resource_camp	0-3 временных двора/избы; постоянного поселения обычно нет	промысловики, лесные работники, сторож или временная артель	входная тропа, кострище, жилая изба/шалаш, навес, склад, вода, ресурсная линия и выход в лес/болото	7 G4-зон	связан с ресурсной средой, сезонностью и риском ориентации
gn_nov_g1_07_05_g3_003_luki_lesnoy_stan	Луки: лесной стан	pt_forest_work_camp	resource_camp	0-3 временных двора/избы; постоянного поселения обычно нет	промысловики, лесные работники, сторож или временная артель	входная тропа, кострище, жилая изба/шалаш, навес, склад, вода, ресурсная линия и выход в лес/болото	7 G4-зон	связан с ресурсной средой, сезонностью и риском ориентации
gn_nov_g1_07_06_g3_001_olshanik_ohotnichiy_stan	Старый Ольшаник: охотничий стан	pt_hunting_camp	resource_camp	0-3 временных двора/избы; постоянного поселения обычно нет	промысловики, лесные работники, сторож или временная артель	входная тропа, кострище, жилая изба/шалаш, навес, склад, вода, ресурсная линия и выход в лес/болото	7 G4-зон	связан с ресурсной средой, сезонностью и риском ориентации
gn_nov_g1_07_06_g3_002_staryy_sled_ohotnichiy_stan	Дальнее Следово: охотничий стан	pt_hunting_camp	resource_camp	0-3 временных двора/избы; постоянного поселения обычно нет	промысловики, лесные работники, сторож или временная артель	входная тропа, кострище, жилая изба/шалаш, навес, склад, вода, ресурсная линия и выход в лес/болото	7 G4-зон	связан с ресурсной средой, сезонностью и риском ориентации
gn_nov_g1_07_06_g3_003_kamenka_lesnoy_stan	Каменка: лесной стан	pt_forest_work_camp	resource_camp	0-3 временных двора/избы; постоянного поселения обычно нет	промысловики, лесные работники, сторож или временная артель	входная тропа, кострище, жилая изба/шалаш, навес, склад, вода, ресурсная линия и выход в лес/болото	7 G4-зон	связан с ресурсной средой, сезонностью и риском ориентации
gn_nov_g1_08_00_g3_001_zareche_u_torzhok_derevnya	Заречье у Торжка: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_08_00_g3_002_podbore_perekrestok	Нижнее Подборье: перекрёсток	pt_crossroads	road_crossroads	0-3 двора сторожа/постоя/ремонтника пути	постоянных дворов мало; основная плотность — путники, возы, проводники и сезонные стоянки	развилка дорог с подходами, приметами, ожиданием, возможным навесом, водным местом и ответвлениями	9 G4-зон	создаёт выбор маршрута и риск, а не тупик
gn_nov_g1_08_00_g3_003_ruchi_u_torzhok_selo	Нижние Ручьи у Торжка: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_08_00_g3_004_malyy_bor_u_torzhok_selo	Малый Бор у Торжка: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_08_00_g3_005_verhnie_luga_zimove	Верхние Луга: зимовье	pt_wintering_hut	resource_camp	0-3 временных двора/избы; постоянного поселения обычно нет	промысловики, лесные работники, сторож или временная артель	входная тропа, кострище, жилая изба/шалаш, навес, склад, вода, ресурсная линия и выход в лес/болото	7 G4-зон	связан с ресурсной средой, сезонностью и риском ориентации
gn_nov_g1_08_00_g3_006_nizhniy_pochinok_zimove	Старое Починье: зимовье	pt_wintering_hut	resource_camp	0-3 временных двора/избы; постоянного поселения обычно нет	промысловики, лесные работники, сторож или временная артель	входная тропа, кострище, жилая изба/шалаш, навес, склад, вода, ресурсная линия и выход в лес/болото	7 G4-зон	связан с ресурсной средой, сезонностью и риском ориентации
gn_nov_g1_08_00_g3_007_bereze_perekrestok	Березье: перекрёсток	pt_crossroads	road_crossroads	0-3 двора сторожа/постоя/ремонтника пути	постоянных дворов мало; основная плотность — путники, возы, проводники и сезонные стоянки	развилка дорог с подходами, приметами, ожиданием, возможным навесом, водным местом и ответвлениями	9 G4-зон	создаёт выбор маршрута и риск, а не тупик
gn_nov_g1_08_00_g3_008_luzhitsy_u_torzhok_selo	Нижние Лужицы у Торжка: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_08_00_g3_009_selische_perekrestok	Селище: перекрёсток	pt_crossroads	road_crossroads	0-3 двора сторожа/постоя/ремонтника пути	постоянных дворов мало; основная плотность — путники, возы, проводники и сезонные стоянки	развилка дорог с подходами, приметами, ожиданием, возможным навесом, водным местом и ответвлениями	9 G4-зон	создаёт выбор маршрута и риск, а не тупик
gn_nov_g1_08_00_g3_010_pochinok_u_torzhok_selo	Починок у Торжка: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_08_00_g3_011_dubrovo_u_torzhok_derevnya	Дуброво у Торжка: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_08_00_g3_012_sosnovets_perekrestok	Сосновец: перекрёсток	pt_crossroads	road_crossroads	0-3 двора сторожа/постоя/ремонтника пути	постоянных дворов мало; основная плотность — путники, возы, проводники и сезонные стоянки	развилка дорог с подходами, приметами, ожиданием, возможным навесом, водным местом и ответвлениями	9 G4-зон	создаёт выбор маршрута и риск, а не тупик
gn_nov_g1_08_00_g3_013_mhovoe_u_torzhok_selo	Мховое у Торжка: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_08_00_g3_014_ozerets_u_torzhok_selo	Нижний Озерец у Торжка: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_08_00_g3_015_pleso_zimove	Плесо: зимовье	pt_wintering_hut	resource_camp	0-3 временных двора/избы; постоянного поселения обычно нет	промысловики, лесные работники, сторож или временная артель	входная тропа, кострище, жилая изба/шалаш, навес, склад, вода, ресурсная линия и выход в лес/болото	7 G4-зон	связан с ресурсной средой, сезонностью и риском ориентации
gn_nov_g1_08_00_g3_016_zalese_zimove	Нижнее Залесье: зимовье	pt_wintering_hut	resource_camp	0-3 временных двора/избы; постоянного поселения обычно нет	промысловики, лесные работники, сторож или временная артель	входная тропа, кострище, жилая изба/шалаш, навес, склад, вода, ресурсная линия и выход в лес/болото	7 G4-зон	связан с ресурсной средой, сезонностью и риском ориентации
gn_nov_g1_08_01_g3_001_sosnovets_u_torzhok_derevnya	Сосновец у Торжка: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_08_01_g3_002_mhovoe_perekrestok	Нижнее Мховое: перекрёсток	pt_crossroads	road_crossroads	0-3 двора сторожа/постоя/ремонтника пути	постоянных дворов мало; основная плотность — путники, возы, проводники и сезонные стоянки	развилка дорог с подходами, приметами, ожиданием, возможным навесом, водным местом и ответвлениями	9 G4-зон	создаёт выбор маршрута и риск, а не тупик
gn_nov_g1_08_01_g3_003_ozerets_u_torzhok_selo	Старый Озерец у Торжка: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_08_01_g3_004_pleso_u_torzhok_selo	Плесо у Торжка: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_08_01_g3_005_zalese_zimove	Старое Залесье: зимовье	pt_wintering_hut	resource_camp	0-3 временных двора/избы; постоянного поселения обычно нет	промысловики, лесные работники, сторож или временная артель	входная тропа, кострище, жилая изба/шалаш, навес, склад, вода, ресурсная линия и выход в лес/болото	7 G4-зон	связан с ресурсной средой, сезонностью и риском ориентации
gn_nov_g1_08_01_g3_006_borok_zimove	Нижний Борок: зимовье	pt_wintering_hut	resource_camp	0-3 временных двора/избы; постоянного поселения обычно нет	промысловики, лесные работники, сторож или временная артель	входная тропа, кострище, жилая изба/шалаш, навес, склад, вода, ресурсная линия и выход в лес/болото	7 G4-зон	связан с ресурсной средой, сезонностью и риском ориентации
gn_nov_g1_08_01_g3_007_navolok_perekrestok	Наволок: перекрёсток	pt_crossroads	road_crossroads	0-3 двора сторожа/постоя/ремонтника пути	постоянных дворов мало; основная плотность — путники, возы, проводники и сезонные стоянки	развилка дорог с подходами, приметами, ожиданием, возможным навесом, водным местом и ответвлениями	9 G4-зон	создаёт выбор маршрута и риск, а не тупик
gn_nov_g1_08_01_g3_008_glinka_u_torzhok_selo	Глинка у Торжка: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_08_01_g3_009_luki_perekrestok	Верхние Луки: перекрёсток	pt_crossroads	road_crossroads	0-3 двора сторожа/постоя/ремонтника пути	постоянных дворов мало; основная плотность — путники, возы, проводники и сезонные стоянки	развилка дорог с подходами, приметами, ожиданием, возможным навесом, водным местом и ответвлениями	9 G4-зон	создаёт выбор маршрута и риск, а не тупик
gn_nov_g1_08_01_g3_010_pogostok_u_torzhok_selo	Верхний Погосток у Торжка: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_08_01_g3_011_rybnyy_stan_u_torzhok_derevnya	Рыбный Стан у Торжка: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_08_01_g3_012_volchiy_bor_perekrestok	Волчий Бор: перекрёсток	pt_crossroads	road_crossroads	0-3 двора сторожа/постоя/ремонтника пути	постоянных дворов мало; основная плотность — путники, возы, проводники и сезонные стоянки	развилка дорог с подходами, приметами, ожиданием, возможным навесом, водным местом и ответвлениями	9 G4-зон	создаёт выбор маршрута и риск, а не тупик
gn_nov_g1_08_01_g3_013_krivoy_ruchey_u_torzhok_selo	Кривой Ручей у Торжка: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_08_01_g3_014_zimniy_stan_u_torzhok_selo	Зимний Стан у Торжка: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_08_01_g3_015_suhaya_griva_zimove	Сухая Грива: зимовье	pt_wintering_hut	resource_camp	0-3 временных двора/избы; постоянного поселения обычно нет	промысловики, лесные работники, сторож или временная артель	входная тропа, кострище, жилая изба/шалаш, навес, склад, вода, ресурсная линия и выход в лес/болото	7 G4-зон	связан с ресурсной средой, сезонностью и риском ориентации
gn_nov_g1_08_01_g3_016_chernyy_moh_zimove	Чёрный Мох: зимовье	pt_wintering_hut	resource_camp	0-3 временных двора/избы; постоянного поселения обычно нет	промысловики, лесные работники, сторож или временная артель	входная тропа, кострище, жилая изба/шалаш, навес, склад, вода, ресурсная линия и выход в лес/болото	7 G4-зон	связан с ресурсной средой, сезонностью и риском ориентации
gn_nov_g1_08_02_g3_001_volchiy_bor_selo	Нижний Волчий Бор: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_08_02_g3_002_krivoy_ruchey_selo	Верхний Кривой Ручей: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_08_02_g3_003_zimniy_stan_brod	Верхний Зимний Стан: брод	pt_ford_place	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_08_02_g3_004_suhaya_griva_brod	Нижняя Сухая Грива: брод	pt_ford_place	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
gn_nov_g1_08_02_g3_005_chernyy_moh_derevnya	Чёрный Мох: деревня	pt_hamlet	ordinary_village	примерно 8-18 дворов	1 старший двор; 5-12 обычных; 1-5 крайних/бедных	деревня с проходом между дворами, хозяйственной полосой, колодцем/ручьём, амбарами, скотом, огородами и выходом к полю/лесу/дороге	10 G4-зон	компактная, но полноценная деревня с транзитом и хозяйственной логикой
gn_nov_g1_08_02_g3_006_gluhaya_luka_selo	Верхняя Глухая Лука: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_08_02_g3_007_olshanik_selo	Старый Ольшаник: село	pt_village	large_village_or_selo	примерно 20-45 дворов	1-3 зажиточных/старших; 12-30 обычных; 3-10 бедных или крайних; 1 церковный/причтовый двор при селе	село с улицей, церковным двором или местом схода, хозяйственными клетями, скотом, водой, огородами, пашней и выходами к дороге/реке/лесу	12 G4-зон	должно играться как сельский центр, а не как две избы
gn_nov_g1_08_02_g3_008_staryy_sled_brod	Нижнее Следово: брод	pt_ford_place	water_crossing_or_landing	0-6 постоянных дворов/изб перевозчиков, сторожей или складских держателей	перевозчик/лодейщик; сторож; 0-2 хозяйственных двора; приезжие не считаются дворами места	узел воды и суши: подход, берег ожидания, переправа/мостки, лодки, склад, кострище, противоположный выход и сезонные риски	9-10 G4-зон	должен быть развилкой, а не декоративной точкой
