link_id,item_id,location_archetype,location_name_ru,context_anchor_item_ids,relation,spawn_frequency,availability_class,notes,record_scope
ILO011737,OMI02035,boat,лодка или судно,[],may_occur_with_supporting_household_craft_environment_or_process_basis,rare,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011738,OMI02035,cart_or_sledge,"телега, повозка или сани",[],may_occur_with_supporting_household_craft_environment_or_process_basis,rare,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011739,OMI02035,hunting_camp,промысловый или охотничий стан,[],may_occur_with_supporting_household_craft_environment_or_process_basis,rare,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011740,OMI02035,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,rare,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011741,OMI02036,military_camp,военный лагерь или обоз,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011742,OMI02036,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011743,OMI02036,boat,лодка или судно,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011744,OMI02036,cart_or_sledge,"телега, повозка или сани",[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011745,OMI02036,hunting_camp,промысловый или охотничий стан,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011746,OMI02036,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011747,OMI02037,military_camp,военный лагерь или обоз,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011748,OMI02037,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011749,OMI02037,boat,лодка или судно,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011750,OMI02037,cart_or_sledge,"телега, повозка или сани",[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011751,OMI02037,hunting_camp,промысловый или охотничий стан,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011752,OMI02037,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011753,OMI02038,military_camp,военный лагерь или обоз,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011754,OMI02038,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011755,OMI02038,boat,лодка или судно,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011756,OMI02038,cart_or_sledge,"телега, повозка или сани",[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011757,OMI02038,hunting_camp,промысловый или охотничий стан,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011758,OMI02038,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011759,OMI02039,military_camp,военный лагерь или обоз,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011760,OMI02039,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011761,OMI02039,boat,лодка или судно,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011762,OMI02039,cart_or_sledge,"телега, повозка или сани",[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011763,OMI02039,hunting_camp,промысловый или охотничий стан,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011764,OMI02039,fishing_site,"рыбацкий стан, берег или место лова","[""STR0010"",""STR0011""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011765,OMI02040,field,"поле, огород или ток","[""AGR0042""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011766,OMI02040,yard,городской или сельский двор,"[""STR0013"",""ARC0031""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011767,OMI02040,byre,хлев и скотный двор,"[""ARC0002""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011768,OMI02040,stable,конюшня,"[""ARC0001""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011769,OMI02040,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011770,OMI02040,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011771,OMI02041,field,"поле, огород или ток","[""AGR0042""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011772,OMI02041,yard,городской или сельский двор,"[""STR0013"",""ARC0031""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011773,OMI02041,byre,хлев и скотный двор,"[""ARC0002""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011774,OMI02041,stable,конюшня,"[""ARC0001""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011775,OMI02041,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011776,OMI02041,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011777,OMI02042,field,"поле, огород или ток","[""AGR0042""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011778,OMI02042,yard,городской или сельский двор,"[""STR0013"",""ARC0031""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011779,OMI02042,byre,хлев и скотный двор,"[""ARC0002""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011780,OMI02042,stable,конюшня,"[""ARC0001""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011781,OMI02042,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011782,OMI02042,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011783,OMI02043,field,"поле, огород или ток","[""AGR0042""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011784,OMI02043,yard,городской или сельский двор,"[""STR0013"",""ARC0031""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011785,OMI02043,byre,хлев и скотный двор,"[""ARC0002""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011786,OMI02043,stable,конюшня,"[""ARC0001""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011787,OMI02043,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011788,OMI02043,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011789,OMI02044,field,"поле, огород или ток","[""AGR0042""]",may_occur_with_supporting_household_craft_environment_or_process_basis,rare,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011790,OMI02044,yard,городской или сельский двор,"[""STR0013"",""ARC0031""]",may_occur_with_supporting_household_craft_environment_or_process_basis,rare,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011791,OMI02044,byre,хлев и скотный двор,"[""ARC0002""]",may_occur_with_supporting_household_craft_environment_or_process_basis,rare,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011792,OMI02044,stable,конюшня,"[""ARC0001""]",may_occur_with_supporting_household_craft_environment_or_process_basis,rare,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011793,OMI02044,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,rare,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011794,OMI02044,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,rare,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011795,OMI02045,field,"поле, огород или ток","[""AGR0042""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011796,OMI02045,yard,городской или сельский двор,"[""STR0013"",""ARC0031""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011797,OMI02045,byre,хлев и скотный двор,"[""ARC0002""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011798,OMI02045,stable,конюшня,"[""ARC0001""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011799,OMI02045,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011800,OMI02045,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011801,OMI02046,field,"поле, огород или ток","[""AGR0042""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011802,OMI02046,yard,городской или сельский двор,"[""STR0013"",""ARC0031""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011803,OMI02046,byre,хлев и скотный двор,"[""ARC0002""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011804,OMI02046,stable,конюшня,"[""ARC0001""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011805,OMI02046,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011806,OMI02046,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011807,OMI02047,field,"поле, огород или ток","[""AGR0042""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011808,OMI02047,yard,городской или сельский двор,"[""STR0013"",""ARC0031""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011809,OMI02047,byre,хлев и скотный двор,"[""ARC0002""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011810,OMI02047,stable,конюшня,"[""ARC0001""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011811,OMI02047,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011812,OMI02047,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011813,OMI02048,field,"поле, огород или ток","[""AGR0042""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011814,OMI02048,yard,городской или сельский двор,"[""STR0013"",""ARC0031""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011815,OMI02048,byre,хлев и скотный двор,"[""ARC0002""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011816,OMI02048,stable,конюшня,"[""ARC0001""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011817,OMI02048,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011818,OMI02048,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011819,OMI02049,field,"поле, огород или ток","[""AGR0042""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011820,OMI02049,yard,городской или сельский двор,"[""STR0013"",""ARC0031""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011821,OMI02049,byre,хлев и скотный двор,"[""ARC0002""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011822,OMI02049,stable,конюшня,"[""ARC0001""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011823,OMI02049,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011824,OMI02049,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011825,OMI02050,field,"поле, огород или ток","[""AGR0042""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011826,OMI02050,yard,городской или сельский двор,"[""STR0013"",""ARC0031""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011827,OMI02050,byre,хлев и скотный двор,"[""ARC0002""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011828,OMI02050,stable,конюшня,"[""ARC0001""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011829,OMI02050,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011830,OMI02050,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011831,OMI02051,field,"поле, огород или ток","[""AGR0042""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011832,OMI02051,yard,городской или сельский двор,"[""STR0013"",""ARC0031""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011833,OMI02051,byre,хлев и скотный двор,"[""ARC0002""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011834,OMI02051,stable,конюшня,"[""ARC0001""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011835,OMI02051,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011836,OMI02051,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,contextual,context_bound,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011837,OMI02052,field,"поле, огород или ток","[""AGR0042""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011838,OMI02052,yard,городской или сельский двор,"[""STR0013"",""ARC0031""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011839,OMI02052,byre,хлев и скотный двор,"[""ARC0002""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011840,OMI02052,stable,конюшня,"[""ARC0001""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011841,OMI02052,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011842,OMI02052,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011843,OMI02053,field,"поле, огород или ток","[""AGR0042""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011844,OMI02053,yard,городской или сельский двор,"[""STR0013"",""ARC0031""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011845,OMI02053,byre,хлев и скотный двор,"[""ARC0002""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011846,OMI02053,stable,конюшня,"[""ARC0001""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011847,OMI02053,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011848,OMI02053,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011849,OMI02054,field,"поле, огород или ток","[""AGR0042""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011850,OMI02054,yard,городской или сельский двор,"[""STR0013"",""ARC0031""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011851,OMI02054,byre,хлев и скотный двор,"[""ARC0002""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011852,OMI02054,stable,конюшня,"[""ARC0001""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011853,OMI02054,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011854,OMI02054,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011855,OMI02055,field,"поле, огород или ток","[""AGR0042""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011856,OMI02055,yard,городской или сельский двор,"[""STR0013"",""ARC0031""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011857,OMI02055,byre,хлев и скотный двор,"[""ARC0002""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011858,OMI02055,stable,конюшня,"[""ARC0001""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011859,OMI02055,storehouse,"клеть, амбар или склад","[""ARC0018"",""ARC0026""]",may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011860,OMI02055,road,дорога или путь,[],may_occur_with_supporting_household_craft_environment_or_process_basis,common,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011861,OMI02056,field,"поле, огород или ток","[""AGR0042""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011862,OMI02056,yard,городской или сельский двор,"[""STR0013"",""ARC0031""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011863,OMI02056,byre,хлев и скотный двор,"[""ARC0002""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
ILO011864,OMI02056,stable,конюшня,"[""ARC0001""]",may_occur_with_supporting_household_craft_environment_or_process_basis,ubiquitous,common,Историческая допустимость в локации не доказывает присутствие конкретного экземпляра.,supplement_addition
