presence_id,fl_id,name_lat,name_ru,pf_id,wk_family_ref,region_id,season,frequency_class,weight,probability_ppm,probability_rule_ref,habitat_role,class_rule_ref,derivation,refresh_class,seasonal_state,visible_above_snow,basis_ru,source_refs,confidence,status
flp_corylus_avellana__conifer_woodland__autumn,fl_ts_corylus_avellana,Corylus avellana,лещина обыкновенная (орешник),pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,autumn,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,W: подлесок хвойных,src:src_wiki_corylus_avellana,A,candidate
flp_corylus_avellana__forest_edge__winter,fl_ts_corylus_avellana,Corylus avellana,лещина обыкновенная (орешник),pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless;flowering,yes,"W: опушки, вырубки, гари",src:src_wiki_corylus_avellana,A,candidate
flp_corylus_avellana__forest_edge__spring,fl_ts_corylus_avellana,Corylus avellana,лещина обыкновенная (орешник),pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,"W: опушки, вырубки, гари",src:src_wiki_corylus_avellana,A,candidate
flp_corylus_avellana__forest_edge__summer,fl_ts_corylus_avellana,Corylus avellana,лещина обыкновенная (орешник),pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf;fruit_ripe,yes,"W: опушки, вырубки, гари",src:src_wiki_corylus_avellana,A,candidate
flp_corylus_avellana__forest_edge__autumn,fl_ts_corylus_avellana,Corylus avellana,лещина обыкновенная (орешник),pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,"W: опушки, вырубки, гари",src:src_wiki_corylus_avellana,A,candidate
flp_corylus_avellana__forest_track__winter,fl_ts_corylus_avellana,Corylus avellana,лещина обыкновенная (орешник),pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leafless;flowering,yes,"overlay from pf_broadleaf_woodland (capped at component): WK research WFM S1 (Валдай, /nature): северные дубравы с лещиной; W: подлесок широколиственных",src:src_valdaypark_nature src:src_wiki_corylus_avellana,A,candidate
flp_corylus_avellana__forest_track__spring,fl_ts_corylus_avellana,Corylus avellana,лещина обыкновенная (орешник),pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leaf_out;flowering,yes,"overlay from pf_broadleaf_woodland (capped at component): WK research WFM S1 (Валдай, /nature): северные дубравы с лещиной; W: подлесок широколиственных",src:src_valdaypark_nature src:src_wiki_corylus_avellana,A,candidate
flp_corylus_avellana__forest_track__summer,fl_ts_corylus_avellana,Corylus avellana,лещина обыкновенная (орешник),pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,in_leaf;fruit_ripe,yes,"overlay from pf_broadleaf_woodland (capped at component): WK research WFM S1 (Валдай, /nature): северные дубравы с лещиной; W: подлесок широколиственных",src:src_valdaypark_nature src:src_wiki_corylus_avellana,A,candidate
flp_corylus_avellana__forest_track__autumn,fl_ts_corylus_avellana,Corylus avellana,лещина обыкновенная (орешник),pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leaf_colouring_and_fall;fruit_ripe,yes,"overlay from pf_broadleaf_woodland (capped at component): WK research WFM S1 (Валдай, /nature): северные дубравы с лещиной; W: подлесок широколиственных",src:src_valdaypark_nature src:src_wiki_corylus_avellana,A,candidate
flp_corylus_avellana__hunting_ground__winter,fl_ts_corylus_avellana,Corylus avellana,лещина обыкновенная (орешник),pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leafless;flowering,yes,"overlay from pf_broadleaf_woodland (capped at component): WK research WFM S1 (Валдай, /nature): северные дубравы с лещиной; W: подлесок широколиственных",src:src_valdaypark_nature src:src_wiki_corylus_avellana,A,candidate
flp_corylus_avellana__hunting_ground__spring,fl_ts_corylus_avellana,Corylus avellana,лещина обыкновенная (орешник),pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leaf_out;flowering,yes,"overlay from pf_broadleaf_woodland (capped at component): WK research WFM S1 (Валдай, /nature): северные дубравы с лещиной; W: подлесок широколиственных",src:src_valdaypark_nature src:src_wiki_corylus_avellana,A,candidate
flp_corylus_avellana__hunting_ground__summer,fl_ts_corylus_avellana,Corylus avellana,лещина обыкновенная (орешник),pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,in_leaf;fruit_ripe,yes,"overlay from pf_broadleaf_woodland (capped at component): WK research WFM S1 (Валдай, /nature): северные дубравы с лещиной; W: подлесок широколиственных",src:src_valdaypark_nature src:src_wiki_corylus_avellana,A,candidate
flp_corylus_avellana__hunting_ground__autumn,fl_ts_corylus_avellana,Corylus avellana,лещина обыкновенная (орешник),pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leaf_colouring_and_fall;fruit_ripe,yes,"overlay from pf_broadleaf_woodland (capped at component): WK research WFM S1 (Валдай, /nature): северные дубравы с лещиной; W: подлесок широколиственных",src:src_valdaypark_nature src:src_wiki_corylus_avellana,A,candidate
flp_corylus_avellana__mixed_woodland__winter,fl_ts_corylus_avellana,Corylus avellana,лещина обыкновенная (орешник),pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless;flowering,yes,W: подлесок смешанных лесов; NB: орешник в подлеске,src:src_wiki_corylus_avellana src:src_nbcrs_novgorod_flora,A,candidate
flp_corylus_avellana__mixed_woodland__spring,fl_ts_corylus_avellana,Corylus avellana,лещина обыкновенная (орешник),pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,W: подлесок смешанных лесов; NB: орешник в подлеске,src:src_wiki_corylus_avellana src:src_nbcrs_novgorod_flora,A,candidate
flp_corylus_avellana__mixed_woodland__summer,fl_ts_corylus_avellana,Corylus avellana,лещина обыкновенная (орешник),pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf;fruit_ripe,yes,W: подлесок смешанных лесов; NB: орешник в подлеске,src:src_wiki_corylus_avellana src:src_nbcrs_novgorod_flora,A,candidate
flp_corylus_avellana__mixed_woodland__autumn,fl_ts_corylus_avellana,Corylus avellana,лещина обыкновенная (орешник),pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,W: подлесок смешанных лесов; NB: орешник в подлеске,src:src_wiki_corylus_avellana src:src_nbcrs_novgorod_flora,A,candidate
flp_juniperus_communis__conifer_woodland__winter,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen,yes,W: подлесок боров,src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__conifer_woodland__spring,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen;flowering,yes,W: подлесок боров,src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__conifer_woodland__summer,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen,yes,W: подлесок боров,src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__conifer_woodland__autumn,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen;fruit_ripe,yes,W: подлесок боров,src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__forest_edge__winter,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen,yes,W: опушки и прогалины,src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__forest_edge__spring,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen;flowering,yes,W: опушки и прогалины,src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__forest_edge__summer,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen,yes,W: опушки и прогалины,src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__forest_edge__autumn,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen;fruit_ripe,yes,W: опушки и прогалины,src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__forest_track__winter,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,evergreen,yes,overlay from pf_conifer_woodland (capped at component): W: подлесок боров,src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__forest_track__spring,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,evergreen;flowering,yes,overlay from pf_conifer_woodland (capped at component): W: подлесок боров,src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__forest_track__summer,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,evergreen,yes,overlay from pf_conifer_woodland (capped at component): W: подлесок боров,src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__forest_track__autumn,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,evergreen;fruit_ripe,yes,overlay from pf_conifer_woodland (capped at component): W: подлесок боров,src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__hunting_ground__winter,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,evergreen,yes,overlay from pf_conifer_woodland (capped at component): W: подлесок боров,src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__hunting_ground__spring,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,evergreen;flowering,yes,overlay from pf_conifer_woodland (capped at component): W: подлесок боров,src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__hunting_ground__summer,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,evergreen,yes,overlay from pf_conifer_woodland (capped at component): W: подлесок боров,src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__hunting_ground__autumn,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_conifer_woodland,none,evergreen;fruit_ripe,yes,overlay from pf_conifer_woodland (capped at component): W: подлесок боров,src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__mixed_woodland__winter,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,winter,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen,yes,K: местная хвойная порода (C для типа леса),src:src_kolchin_1968,C,candidate
flp_juniperus_communis__mixed_woodland__spring,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,spring,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen;flowering,yes,K: местная хвойная порода (C для типа леса),src:src_kolchin_1968,C,candidate
flp_juniperus_communis__mixed_woodland__summer,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,summer,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen,yes,K: местная хвойная порода (C для типа леса),src:src_kolchin_1968,C,candidate
flp_juniperus_communis__mixed_woodland__autumn,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,autumn,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen;fruit_ripe,yes,K: местная хвойная порода (C для типа леса),src:src_kolchin_1968,C,candidate
flp_juniperus_communis__pasture__winter,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_pasture,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=pasture],region_novgorod_land,winter,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen,yes,W: сухие открытые места (выгон — C),src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__pasture__spring,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_pasture,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=pasture],region_novgorod_land,spring,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen;flowering,yes,W: сухие открытые места (выгон — C),src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__pasture__summer,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_pasture,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=pasture],region_novgorod_land,summer,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen,yes,W: сухие открытые места (выгон — C),src:src_wiki_juniperus_communis,B,candidate
flp_juniperus_communis__pasture__autumn,fl_ts_juniperus_communis,Juniperus communis,можжевельник обыкновенный,pf_pasture,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=pasture],region_novgorod_land,autumn,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,evergreen;fruit_ripe,yes,W: сухие открытые места (выгон — C),src:src_wiki_juniperus_communis,B,candidate
flp_frangula_alnus__bog__winter,fl_ts_frangula_alnus,Frangula alnus,крушина ломкая,pf_bog,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bog],region_novgorod_land,winter,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless,yes,W: окраины болот,src:src_wiki_frangula_alnus,B,candidate
flp_frangula_alnus__bog__spring,fl_ts_frangula_alnus,Frangula alnus,крушина ломкая,pf_bog,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bog],region_novgorod_land,spring,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out,yes,W: окраины болот,src:src_wiki_frangula_alnus,B,candidate
flp_frangula_alnus__bog__summer,fl_ts_frangula_alnus,Frangula alnus,крушина ломкая,pf_bog,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bog],region_novgorod_land,summer,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf,yes,W: окраины болот,src:src_wiki_frangula_alnus,B,candidate
flp_frangula_alnus__bog__autumn,fl_ts_frangula_alnus,Frangula alnus,крушина ломкая,pf_bog,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=bog],region_novgorod_land,autumn,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall,yes,W: окраины болот,src:src_wiki_frangula_alnus,B,candidate
flp_frangula_alnus__conifer_woodland__winter,fl_ts_frangula_alnus,Frangula alnus,крушина ломкая,pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,winter,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless,yes,Plantarium: заболоченные леса,src:src_plantarium_frangula_alnus,B,candidate
flp_frangula_alnus__conifer_woodland__spring,fl_ts_frangula_alnus,Frangula alnus,крушина ломкая,pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,spring,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out,yes,Plantarium: заболоченные леса,src:src_plantarium_frangula_alnus,B,candidate
flp_frangula_alnus__conifer_woodland__summer,fl_ts_frangula_alnus,Frangula alnus,крушина ломкая,pf_conifer_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=conifer_woodland],region_novgorod_land,summer,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf,yes,Plantarium: заболоченные леса,src:src_plantarium_frangula_alnus,B,candidate
