economic_link_id,source_profession,relation,target_profession,item_ids,description,historical_confidence,source_ids
ECO01080,PRO0353,serves,PRO0463,[],Поручитель оказывает услугу роли «Иностранный посол».,B,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01081,PRO0353,serves,PRO0377,[],Поручитель оказывает услугу роли «Священник».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01082,PRO0354,serves,PRO0413,[],Истец оказывает услугу роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01083,PRO0354,serves,PRO0254,[],Истец оказывает услугу роли «Крупный новгородский купец».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01084,PRO0354,serves,PRO0463,[],Истец оказывает услугу роли «Иностранный посол».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01085,PRO0354,serves,PRO0377,[],Истец оказывает услугу роли «Священник».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01086,PRO0355,serves,PRO0413,[],Ответчик оказывает услугу роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01087,PRO0355,serves,PRO0254,[],Ответчик оказывает услугу роли «Крупный новгородский купец».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01088,PRO0355,serves,PRO0463,[],Ответчик оказывает услугу роли «Иностранный посол».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01089,PRO0355,serves,PRO0377,[],Ответчик оказывает услугу роли «Священник».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01090,PRO0356,serves,PRO0413,[],Посол оказывает услугу роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01091,PRO0356,serves,PRO0254,[],Посол оказывает услугу роли «Крупный новгородский купец».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01092,PRO0356,serves,PRO0463,[],Посол оказывает услугу роли «Иностранный посол».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01093,PRO0356,serves,PRO0377,[],Посол оказывает услугу роли «Священник».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01094,PRO0357,serves,PRO0413,[],Участник посольства оказывает услугу роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01095,PRO0357,serves,PRO0254,[],Участник посольства оказывает услугу роли «Крупный новгородский купец».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01096,PRO0357,serves,PRO0463,[],Участник посольства оказывает услугу роли «Иностранный посол».,B,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01097,PRO0357,serves,PRO0377,[],Участник посольства оказывает услугу роли «Священник».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01098,PRO0358,serves,PRO0413,[],Толмач при посольстве оказывает услугу роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01099,PRO0358,serves,PRO0254,[],Толмач при посольстве оказывает услугу роли «Крупный новгородский купец».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01100,PRO0358,serves,PRO0463,[],Толмач при посольстве оказывает услугу роли «Иностранный посол».,B,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01101,PRO0358,serves,PRO0377,[],Толмач при посольстве оказывает услугу роли «Священник».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01102,PRO0359,serves,PRO0413,[],Хранитель или носитель печати оказывает услугу роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01103,PRO0359,serves,PRO0254,[],Хранитель или носитель печати оказывает услугу роли «Крупный новгородский купец».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01104,PRO0359,serves,PRO0463,[],Хранитель или носитель печати оказывает услугу роли «Иностранный посол».,B,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01105,PRO0359,serves,PRO0377,[],Хранитель или носитель печати оказывает услугу роли «Священник».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01106,PRO0360,serves,PRO0413,[],Хранитель серебра и ценностей двора оказывает услугу роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01107,PRO0360,serves,PRO0254,[],Хранитель серебра и ценностей двора оказывает услугу роли «Крупный новгородский купец».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01108,PRO0360,serves,PRO0463,[],Хранитель серебра и ценностей двора оказывает услугу роли «Иностранный посол».,B,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01109,PRO0360,serves,PRO0377,[],Хранитель серебра и ценностей двора оказывает услугу роли «Священник».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01110,PRO0361,serves,PRO0413,[],Объявляющий решение или известие оказывает услугу роли «Городской хозяин двора».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01111,PRO0361,serves,PRO0254,[],Объявляющий решение или известие оказывает услугу роли «Крупный новгородский купец».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01112,PRO0361,serves,PRO0463,[],Объявляющий решение или известие оказывает услугу роли «Иностранный посол».,B,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01113,PRO0361,serves,PRO0377,[],Объявляющий решение или известие оказывает услугу роли «Священник».,A,"[""SRC027"",""SRC028"",""SRC031"",""SRC050"",""SRC053"",""SRC074"",""SRC091"",""SRC094""]"
ECO01114,PRO0362,sells_to,PRO0254,"[""WRT0002"",""WRT0003""]",Пишущий деловое или личное письмо на бересте передаёт продукт роли «Крупный новгородский купец».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01115,PRO0362,sells_to,PRO0336,"[""WRT0002"",""WRT0003""]",Пишущий деловое или личное письмо на бересте передаёт продукт роли «Посадник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01116,PRO0362,sells_to,PRO0413,"[""WRT0002"",""WRT0003""]",Пишущий деловое или личное письмо на бересте передаёт продукт роли «Городской хозяин двора».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01117,PRO0362,sells_to,PRO0377,"[""WRT0002"",""WRT0003""]",Пишущий деловое или личное письмо на бересте передаёт продукт роли «Священник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01118,PRO0363,sells_to,PRO0254,"[""WRT0002""]",Писец передаёт продукт роли «Крупный новгородский купец».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01119,PRO0363,sells_to,PRO0336,"[""WRT0002""]",Писец передаёт продукт роли «Посадник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01120,PRO0363,sells_to,PRO0413,"[""WRT0002""]",Писец передаёт продукт роли «Городской хозяин двора».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01121,PRO0363,sells_to,PRO0377,"[""WRT0002""]",Писец передаёт продукт роли «Священник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01122,PRO0364,sells_to,PRO0254,"[""WRT0002"",""WRT0003""]",Составитель деловой грамоты передаёт продукт роли «Крупный новгородский купец».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01123,PRO0364,sells_to,PRO0336,"[""WRT0002"",""WRT0003""]",Составитель деловой грамоты передаёт продукт роли «Посадник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01124,PRO0364,sells_to,PRO0413,"[""WRT0002"",""WRT0003""]",Составитель деловой грамоты передаёт продукт роли «Городской хозяин двора».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01125,PRO0364,sells_to,PRO0377,"[""WRT0002"",""WRT0003""]",Составитель деловой грамоты передаёт продукт роли «Священник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01126,PRO0365,sells_to,PRO0413,[],"Учётчик долгов, товаров и платежей передаёт продукт роли «Городской хозяин двора».",A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO01127,PRO0365,sells_to,PRO0354,[],"Учётчик долгов, товаров и платежей передаёт продукт роли «Истец».",A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO01128,PRO0365,sells_to,PRO0303,[],"Учётчик долгов, товаров и платежей передаёт продукт роли «Хозяин или служитель двора иностранных купцов».",A,"[""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC050"",""SRC053"",""SRC072"",""SRC093""]"
ECO01129,PRO0366,sells_to,PRO0254,"[""WRT0002"",""WRT0023""]",Церковный писец передаёт продукт роли «Крупный новгородский купец».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01130,PRO0366,sells_to,PRO0336,"[""WRT0002"",""WRT0023""]",Церковный писец передаёт продукт роли «Посадник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01131,PRO0366,sells_to,PRO0413,"[""WRT0002"",""WRT0023""]",Церковный писец передаёт продукт роли «Городской хозяин двора».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01132,PRO0366,sells_to,PRO0377,"[""WRT0002"",""WRT0023""]",Церковный писец передаёт продукт роли «Священник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01133,PRO0367,sells_to,PRO0254,"[""WRT0023""]",Переписчик книг передаёт продукт роли «Крупный новгородский купец».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01134,PRO0367,sells_to,PRO0336,"[""WRT0023""]",Переписчик книг передаёт продукт роли «Посадник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01135,PRO0367,sells_to,PRO0413,"[""WRT0023""]",Переписчик книг передаёт продукт роли «Городской хозяин двора».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01136,PRO0367,sells_to,PRO0377,"[""WRT0023""]",Переписчик книг передаёт продукт роли «Священник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01137,PRO0368,sells_to,PRO0254,"[""WRT0023"",""WRT0004""]",Подготовитель листов и книжных материалов передаёт продукт роли «Крупный новгородский купец».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01138,PRO0368,sells_to,PRO0336,"[""WRT0023"",""WRT0004""]",Подготовитель листов и книжных материалов передаёт продукт роли «Посадник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01139,PRO0368,sells_to,PRO0413,"[""WRT0023"",""WRT0004""]",Подготовитель листов и книжных материалов передаёт продукт роли «Городской хозяин двора».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01140,PRO0368,sells_to,PRO0377,"[""WRT0023"",""WRT0004""]",Подготовитель листов и книжных материалов передаёт продукт роли «Священник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01141,PRO0369,serves,PRO0372,[],Наставник по грамоте оказывает услугу роли «Ученик ремесленника».,A,"[""SRC027"",""SRC073"",""SRC081""]"
ECO01142,PRO0369,serves,PRO0373,[],Наставник по грамоте оказывает услугу роли «Ученик письму».,A,"[""SRC027"",""SRC073"",""SRC081""]"
ECO01143,PRO0369,serves,PRO0445,[],Наставник по грамоте оказывает услугу роли «Подросток 13–15 лет: ученик мастера».,A,"[""SRC027"",""SRC073"",""SRC081"",""SRC045""]"
ECO01144,PRO0370,serves,PRO0372,[],Церковный наставник ученика оказывает услугу роли «Ученик ремесленника».,A,"[""SRC027"",""SRC073"",""SRC081""]"
ECO01145,PRO0370,serves,PRO0373,[],Церковный наставник ученика оказывает услугу роли «Ученик письму».,A,"[""SRC027"",""SRC073"",""SRC081""]"
ECO01146,PRO0370,serves,PRO0445,[],Церковный наставник ученика оказывает услугу роли «Подросток 13–15 лет: ученик мастера».,A,"[""SRC027"",""SRC073"",""SRC081"",""SRC045""]"
ECO01147,PRO0371,serves,PRO0372,[],"Мастер, обучающий ученика ремеслу оказывает услугу роли «Ученик ремесленника».",A,"[""SRC027"",""SRC073"",""SRC081""]"
ECO01148,PRO0371,serves,PRO0373,[],"Мастер, обучающий ученика ремеслу оказывает услугу роли «Ученик письму».",A,"[""SRC027"",""SRC073"",""SRC081""]"
ECO01149,PRO0371,serves,PRO0445,[],"Мастер, обучающий ученика ремеслу оказывает услугу роли «Подросток 13–15 лет: ученик мастера».",A,"[""SRC027"",""SRC073"",""SRC081"",""SRC045""]"
ECO01150,PRO0372,serves,PRO0373,[],Ученик ремесленника оказывает услугу роли «Ученик письму».,A,"[""SRC027"",""SRC073"",""SRC081""]"
ECO01151,PRO0372,serves,PRO0445,[],Ученик ремесленника оказывает услугу роли «Подросток 13–15 лет: ученик мастера».,A,"[""SRC027"",""SRC073"",""SRC081"",""SRC045""]"
ECO01152,PRO0373,serves,PRO0372,[],Ученик письму оказывает услугу роли «Ученик ремесленника».,A,"[""SRC027"",""SRC073"",""SRC081""]"
ECO01153,PRO0373,serves,PRO0445,[],Ученик письму оказывает услугу роли «Подросток 13–15 лет: ученик мастера».,A,"[""SRC027"",""SRC073"",""SRC081"",""SRC045""]"
ECO01154,PRO0374,sells_to,PRO0254,[],Хранитель грамот и записей передаёт продукт роли «Крупный новгородский купец».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01155,PRO0374,sells_to,PRO0336,[],Хранитель грамот и записей передаёт продукт роли «Посадник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01156,PRO0374,sells_to,PRO0413,[],Хранитель грамот и записей передаёт продукт роли «Городской хозяин двора».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01157,PRO0374,sells_to,PRO0377,[],Хранитель грамот и записей передаёт продукт роли «Священник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01158,PRO0375,sells_to,PRO0254,[],Носитель берестяной грамоты передаёт продукт роли «Крупный новгородский купец».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01159,PRO0375,sells_to,PRO0336,[],Носитель берестяной грамоты передаёт продукт роли «Посадник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01160,PRO0375,sells_to,PRO0413,[],Носитель берестяной грамоты передаёт продукт роли «Городской хозяин двора».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01161,PRO0375,sells_to,PRO0377,[],Носитель берестяной грамоты передаёт продукт роли «Священник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01162,PRO0376,sells_to,PRO0254,"[""WRT0002"",""WRT0014""]",Работник с печатью и шнуром документа передаёт продукт роли «Крупный новгородский купец».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01163,PRO0376,sells_to,PRO0336,"[""WRT0002"",""WRT0014""]",Работник с печатью и шнуром документа передаёт продукт роли «Посадник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01164,PRO0376,sells_to,PRO0413,"[""WRT0002"",""WRT0014""]",Работник с печатью и шнуром документа передаёт продукт роли «Городской хозяин двора».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01165,PRO0376,sells_to,PRO0377,"[""WRT0002"",""WRT0014""]",Работник с печатью и шнуром документа передаёт продукт роли «Священник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01166,PRO0377,serves,PRO0413,[],Священник оказывает услугу роли «Городской хозяин двора».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01167,PRO0377,serves,PRO0395,[],Священник оказывает услугу роли «Паломник».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01168,PRO0377,serves,PRO0396,[],"Священник оказывает услугу роли «Нищий, просящий милостыню у церкви».",A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01169,PRO0377,serves,PRO0383,[],Священник оказывает услугу роли «Монах».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01170,PRO0378,serves,PRO0413,[],Дьякон оказывает услугу роли «Городской хозяин двора».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01171,PRO0378,serves,PRO0395,[],Дьякон оказывает услугу роли «Паломник».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01172,PRO0378,serves,PRO0396,[],"Дьякон оказывает услугу роли «Нищий, просящий милостыню у церкви».",A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01173,PRO0378,serves,PRO0383,[],Дьякон оказывает услугу роли «Монах».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01174,PRO0379,serves,PRO0413,[],Пономарь / служитель храма оказывает услугу роли «Городской хозяин двора».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01175,PRO0379,serves,PRO0395,[],Пономарь / служитель храма оказывает услугу роли «Паломник».,B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01176,PRO0379,serves,PRO0396,[],"Пономарь / служитель храма оказывает услугу роли «Нищий, просящий милостыню у церкви».",B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01177,PRO0379,serves,PRO0383,[],Пономарь / служитель храма оказывает услугу роли «Монах».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01178,PRO0380,serves,PRO0413,[],Звонарь оказывает услугу роли «Городской хозяин двора».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01179,PRO0380,serves,PRO0395,[],Звонарь оказывает услугу роли «Паломник».,B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01180,PRO0380,serves,PRO0396,[],"Звонарь оказывает услугу роли «Нищий, просящий милостыню у церкви».",B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01181,PRO0380,serves,PRO0383,[],Звонарь оказывает услугу роли «Монах».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01182,PRO0381,serves,PRO0413,[],Чтец при богослужении оказывает услугу роли «Городской хозяин двора».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01183,PRO0381,serves,PRO0395,[],Чтец при богослужении оказывает услугу роли «Паломник».,B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01184,PRO0381,serves,PRO0396,[],"Чтец при богослужении оказывает услугу роли «Нищий, просящий милостыню у церкви».",B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01185,PRO0381,serves,PRO0383,[],Чтец при богослужении оказывает услугу роли «Монах».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01186,PRO0382,serves,PRO0413,[],Певчий оказывает услугу роли «Городской хозяин двора».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01187,PRO0382,serves,PRO0395,[],Певчий оказывает услугу роли «Паломник».,B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01188,PRO0382,serves,PRO0396,[],"Певчий оказывает услугу роли «Нищий, просящий милостыню у церкви».",B,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01189,PRO0382,serves,PRO0383,[],Певчий оказывает услугу роли «Монах».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01190,PRO0383,serves,PRO0413,[],Монах оказывает услугу роли «Городской хозяин двора».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01191,PRO0383,serves,PRO0395,[],Монах оказывает услугу роли «Паломник».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01192,PRO0383,serves,PRO0396,[],"Монах оказывает услугу роли «Нищий, просящий милостыню у церкви».",A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01193,PRO0384,serves,PRO0413,[],Игумен оказывает услугу роли «Городской хозяин двора».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01194,PRO0384,serves,PRO0395,[],Игумен оказывает услугу роли «Паломник».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01195,PRO0384,serves,PRO0396,[],"Игумен оказывает услугу роли «Нищий, просящий милостыню у церкви».",A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01196,PRO0384,serves,PRO0383,[],Игумен оказывает услугу роли «Монах».,A,"[""SRC017"",""SRC018"",""SRC020"",""SRC021"",""SRC022"",""SRC023"",""SRC031"",""SRC055""]"
ECO01197,PRO0385,sells_to,PRO0254,"[""WRT0023"",""WRT0004""]",Монах-переписчик передаёт продукт роли «Крупный новгородский купец».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01198,PRO0385,sells_to,PRO0336,"[""WRT0023"",""WRT0004""]",Монах-переписчик передаёт продукт роли «Посадник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01199,PRO0385,sells_to,PRO0413,"[""WRT0023"",""WRT0004""]",Монах-переписчик передаёт продукт роли «Городской хозяин двора».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
ECO01200,PRO0385,sells_to,PRO0377,"[""WRT0023"",""WRT0004""]",Монах-переписчик передаёт продукт роли «Священник».,A,"[""SRC026"",""SRC027"",""SRC030"",""SRC068"",""SRC073"",""SRC081"",""SRC093"",""SRC095""]"
