node_ref,node_level,parent_node_ref,region_id,pf_id,pf_secondary,landscape_template_id,land_use_template_id,place_template_id,water_body_template_id,landscape_regional_link_ids,water_regional_link_ids,authoring_axes,scene_template_refs,binding_basis,binding_status,gaps,source_refs,source_status,confidence,status
cg5v3__gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_muddy_shore@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater@1,region_novgorod_land,pf_riverbank,pf_reality_batch_01_open_conditions,lt_low_alluvial_riverbank,,,wb_backwater,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_backwater,inherited from parent: landscape=river_channel; land_use=low_intensity_natural_use; function=backwater; g5_suffix=muddy_shore,stfv3__g5_general_hazard_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(muddy_shore); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_muddy_shore;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_west_hidden_backwater;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_reed_edge@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater@1,region_novgorod_land,pf_marshy_stream,pf_mixed_woodland;pf_forest_edge,lt_low_alluvial_riverbank,,,wb_backwater,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_backwater,inherited from parent: landscape=river_channel; land_use=low_intensity_natural_use; function=backwater; g5_suffix=reed_edge,stfv3__g5_exploration_concealment_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(reed_edge); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_reed_edge;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_west_hidden_backwater;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_still_water@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater@1,region_novgorod_land,pf_river_channel,pf_hunting_ground;pf_mixed_woodland;pf_riverbank,lt_low_alluvial_riverbank,,,wb_backwater,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_backwater,inherited from parent: landscape=river_channel; land_use=low_intensity_natural_use; function=backwater; g5_suffix=still_water,stfv3__g5_resource_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(still_water); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_west_hidden_backwater].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_west_hidden_backwater_still_water;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_west_hidden_backwater;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_entrance@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel@1,region_novgorod_land,pf_riverbank,pf_road;pf_forest_track,lt_low_alluvial_riverbank,,,wb_river_channel,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_river_channel,inherited from parent: landscape=river_channel; land_use=waterway_access; function=side_channel; g5_suffix=entrance,stfv3__g5_route_approach_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule3_scene_in_composes; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_entrance;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_west_side_channel;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_exit@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel@1,region_novgorod_land,pf_riverbank,pf_road;pf_forest_track,lt_low_alluvial_riverbank,,,wb_river_channel,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_river_channel,inherited from parent: landscape=river_channel; land_use=waterway_access; function=side_channel; g5_suffix=exit,stfv3__g5_route_approach_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule3_scene_in_composes; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_exit;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_west_side_channel;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_mud_bank@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel@1,region_novgorod_land,pf_riverbank,pf_river_channel,lt_low_alluvial_riverbank,,,wb_river_channel,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_river_channel,inherited from parent: landscape=river_channel; land_use=waterway_access; function=side_channel; g5_suffix=mud_bank,stfv3__g5_water_hazard_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(mud_bank); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_mud_bank;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_west_side_channel;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_narrow_reach@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel@1,region_novgorod_land,pf_river_channel,,lt_low_alluvial_riverbank,,,wb_river_channel,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_river_channel,inherited from parent: landscape=river_channel; land_use=waterway_access; function=side_channel; g5_suffix=narrow_reach,stfv3__g5_water_navigation_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(narrow_reach); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_narrow_reach;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_west_side_channel;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_quiet_reach@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel@1,region_novgorod_land,pf_river_channel,pf_fishing_camp;pf_forest_edge,lt_low_alluvial_riverbank,,,wb_river_channel,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_river_channel,inherited from parent: landscape=river_channel; land_use=waterway_access; function=side_channel; g5_suffix=quiet_reach,stfv3__g5_shelter_rest_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(quiet_reach); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_quiet_reach;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_west_side_channel;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_seasonal_barrier@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel@1,region_novgorod_land,pf_winter_ice_crossing,pf_floodplain_meadow,lt_low_alluvial_riverbank,,,wb_river_channel,rlt_novgorod_low_alluvial_riverbank,rwbt_novgorod_river_channel,inherited from parent: landscape=river_channel; land_use=waterway_access; function=side_channel; g5_suffix=seasonal_barrier,stfv3__g5_seasonal_route_hazard_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule3_scene_in_composes; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_west_side_channel].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_west_side_channel_seasonal_barrier;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_west_side_channel;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_deep_forest@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract@1,region_novgorod_land,pf_conifer_woodland,pf_reality_batch_01_open_conditions,lt_wet_lowland_forest,,,wb_river_channel,rlt_novgorod_wet_lowland_forest,rwbt_novgorod_river_channel,inherited from parent: landscape=forest; land_use=forest_resource_use; function=forest_tract; g5_suffix=deep_forest,stfv3__g5_general_hazard_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule4_inherit_parent; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract].template_refs,bound_inherited,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_deep_forest;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_wet_conifer_tract;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_dry_patch@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract@1,region_novgorod_land,pf_conifer_woodland,pf_fishing_camp;pf_forest_edge,lt_wet_lowland_forest,,,wb_river_channel,rlt_novgorod_wet_lowland_forest,rwbt_novgorod_river_channel,inherited from parent: landscape=forest; land_use=forest_resource_use; function=forest_tract; g5_suffix=dry_patch,stfv3__g5_shelter_rest_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule4_inherit_parent; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract].template_refs,bound_inherited,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_dry_patch;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_wet_conifer_tract;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_game_trail@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract@1,region_novgorod_land,pf_hunting_ground,pf_mixed_woodland;pf_marshy_stream;pf_forest_edge,lt_wet_lowland_forest,,,wb_river_channel,rlt_novgorod_wet_lowland_forest,rwbt_novgorod_river_channel,inherited from parent: landscape=forest; land_use=forest_resource_use; function=forest_tract; g5_suffix=game_trail,stfv3__g5_exploration_concealment_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(game_trail); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_game_trail;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_wet_conifer_tract;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_resource_patch@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract@1,region_novgorod_land,pf_conifer_woodland,pf_hunting_ground;pf_mixed_woodland;pf_riverbank,lt_wet_lowland_forest,,,wb_river_channel,rlt_novgorod_wet_lowland_forest,rwbt_novgorod_river_channel,inherited from parent: landscape=forest; land_use=forest_resource_use; function=forest_tract; g5_suffix=resource_patch,stfv3__g5_resource_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(resource_patch); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_resource_patch;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_wet_conifer_tract;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_river_edge@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract@1,region_novgorod_land,pf_riverbank,pf_road;pf_forest_track,lt_wet_lowland_forest,,,wb_river_channel,rlt_novgorod_wet_lowland_forest,rwbt_novgorod_river_channel,inherited from parent: landscape=forest; land_use=forest_resource_use; function=forest_tract; g5_suffix=river_edge,stfv3__g5_route_approach_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule1_keyword(river_edge); scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract].template_refs,bound,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_river_edge;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_wet_conifer_tract;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_wet_forest@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract@1,region_novgorod_land,pf_conifer_woodland,pf_reality_batch_01_open_conditions,lt_wet_lowland_forest,,,wb_river_channel,rlt_novgorod_wet_lowland_forest,rwbt_novgorod_river_channel,inherited from parent: landscape=forest; land_use=forest_resource_use; function=forest_tract; g5_suffix=wet_forest,stfv3__g5_general_hazard_v1@1,pf: data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json#node_binding.g5_suffix_rules rule4_inherit_parent; scene template from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json; parent from pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json; templates inherited from parent pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#natural_profiles[g4=g4v3__gn_nov_g3_xp017_yp026_r2_wet_conifer_tract].template_refs,bound_inherited,"land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_wet_conifer_tract_wet_forest;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_wet_conifer_tract;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_approach@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area@1,region_novgorod_land,,pf_road;pf_forest_track;pf_riverbank,lt_wooded_floodplain,,,,rlt_novgorod_wooded_floodplain,,inherited from parent: landscape=archaeological_area; land_use=heritage_access_limited; function=burial_area; g5_suffix=approach,stfv3__g5_route_approach_v1@1,,gap,"parent G4 has no pf (parent gap);land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_approach;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_zaostrovye_burial_area;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_burial_core@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area@1,region_novgorod_land,,pf_churchyard,lt_wooded_floodplain,,,,rlt_novgorod_wooded_floodplain,,inherited from parent: landscape=archaeological_area; land_use=heritage_access_limited; function=burial_area; g5_suffix=burial_core,stfv3__g5_burial_ritual_buffer_v1@1,,gap,"parent G4 has no pf (parent gap);land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_burial_core;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_zaostrovye_burial_area;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
cg5v3__gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_outer_edge@1,G5,g4v3__gn_nov_g3_xp017_yp026_r2_zaostrovye_burial_area@1,region_novgorod_land,,pf_town_wall_edge;pf_field_margin;pf_forest_edge,lt_wooded_floodplain,,,,rlt_novgorod_wooded_floodplain,,inherited from parent: landscape=archaeological_area; land_use=heritage_access_limited; function=burial_area; g5_suffix=outer_edge,stfv3__g5_boundary_access_v1@1,,gap,"parent G4 has no pf (parent gap);land_use_template_id: no v17 node-level source;place_template_id: no v17 node-level source;landscape/water inherited from parent G4, not attested for the G5 itself",pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_scene_materialization_candidates.json#cg5v3__gn_nov_g4_xp017_yp026_r2_zaostrovye_burial_area_outer_edge;pr98:data/world-catalogs/novgorod/spatial-v3/datasets/spatial_v3_node_parents.json;pr98:data/world-catalogs/novgorod/m2c-natural/candidate.json#m2c_natural_g4_zaostrovye_burial_area;data/world-catalogs/novgorod/game-base-v1/places-binding/scripts/crosswalk-rules.json,g5 node approved; natural candidate_approval_pending,C,candidate
