tl_id,name_ru,name_en,craft_group,category_id,category_status,item_template_ref,wk_concept_ref,matcult_refs,material,material_class,size_class,mass_band,mass_band_range,mass_basis,mass_attested,v5_policy_mass_g,v5_policy_band,used_in_process_refs,used_by_occupations,in_workshops,workplace_pf_id,condition_states,mark_slots,region_id,source_refs,confidence,status,note
tl_rope_coil,"верёвка, моток",rope coil,general,cat_item_object_rope_v1,existing_v5,item_tpl_nov_rope_v1,wk:material_culture:cordage,,mt_hemp;mt_bast_linden,light,soft_goods,M3,"1,5–5 кг",rule:lightxsoft_goods,,3000,M3,pc_timber_felling,nov_occ_junior_retainer;nov_occ_crossing_guard;nov_occ_long_distance_merchant;nov_occ_local_trader;nov_occ_storehouse_keeper;nov_occ_cart_driver;nov_occ_porter;nov_occ_landing_worker;nov_occ_boatman;nov_occ_helmsman;nov_occ_ferryman;nov_occ_portage_worker;nov_occ_winter_road_worker;nov_occ_herder;nov_occ_fish_weir_keeper;nov_occ_bortnik;nov_occ_day_laborer;nov_occ_stable_worker,,river_wharf,serviceable;worn;frayed_or_torn;wet;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,claim:population-processes-hemp-cordage,A,candidate,
tl_boat_pole,шест лодочный,punting pole,general,cat_item_object_boat_pole_v1,proposed_new,,,,mt_wood_generic,wood,long,M3,"1,5–5 кг",rule:woodxlong,,,,wk:craft_technology:reconstructed-military-field-maintenance-transport,nov_occ_crossing_guard;nov_occ_landing_worker;nov_occ_boatman;nov_occ_helmsman;nov_occ_ferryman;nov_occ_fish_weir_keeper,,river_wharf,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:occupations-v1,C,candidate,
tl_oar,весло,oar / paddle,general,cat_item_object_oar_v1,proposed_new,,wk:material_culture:boat,,mt_wood_generic,wood,long,M3,"1,5–5 кг",rule:woodxlong,,,,,nov_occ_boatman;nov_occ_helmsman;nov_occ_ferryman;nov_occ_fisher,,river_wharf,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:dubrovin2000-transport,B,candidate,Детали лодок массово в слоях X–XV вв.
tl_staff,посох,walking staff,general,cat_item_object_staff_v1,proposed_new,,,,mt_wood_generic,wood,long,M3,"1,5–5 кг",rule:woodxlong,,,,,nov_occ_market_guard;nov_occ_tysyatsky_public_order;nov_occ_route_guide;nov_occ_herder;nov_occ_church_guard;nov_occ_beggar_alms;nov_occ_pilgrim_traveler;nov_occ_messenger_runner,,road,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:occupations-v1,C,candidate,
tl_keys,ключи,keys,general,cat_item_object_key_v1,existing_v5,item_tpl_nov_key_v1,,,mt_iron,metal,tiny,M0,<50 г,rule:metalxtiny,,120,M1,,nov_occ_gate_guard;nov_occ_toll_dues_collector;nov_occ_court_clerk_service;nov_occ_posadnik_household_service;nov_occ_tysyatsky_public_order;nov_occ_bishop_court_service;nov_occ_boyar_yard_manager;nov_occ_long_distance_merchant;nov_occ_market_stall_seller;nov_occ_storehouse_keeper;nov_occ_debt_account_keeper;nov_occ_pogost_service_worker;nov_occ_monastery_steward;nov_occ_parish_priest_service;nov_occ_deacon_service;nov_occ_church_guard;nov_occ_ponomar,,town_courtyard,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern,,src:v5-item-templates;src:kolchin1957-city,B,candidate,Ключник/замочник — кузнечная специальность XII в.
tl_bread_peel,пекарная лопата,bread peel,general,cat_item_object_bread_peel_v1,proposed_new,,,CRF0129,mt_wood_generic,wood,long,M3,"1,5–5 кг",rule:woodxlong,,,,wk:craft_technology:oven-bread-baking,nov_occ_novice_work;nov_occ_cook_baker,,dwelling_interior,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:matcult-catalog-v1,C,candidate,
tl_kneading_trough,квашня,kneading trough,general,cat_item_object_trough_v1,existing_v5,item_tpl_nov_trough_v1,,CRF0005,mt_wood_generic,wood,long_hand,M4,5–25 кг,estimated_physical,"квашня, деревянная, массивная, оценочно ок. 8000 г",8000,M4,wk:craft_technology:oven-bread-baking,nov_occ_cook_baker,,dwelling_interior,serviceable;worn;cracked;warped;rotten;broken,owner_sign_carved;repair_trace;wear_pattern,,src:matcult-catalog-v1,C,candidate,
tl_pan_lifter,чапельник,pan lifter,general,cat_item_object_pan_lifter_v1,proposed_new,,wk:material_culture:iron-pan-lifter,,mt_iron,metal,long_hand,M2,"300 г–1,5 кг",rule:metalxlong_hand,,,,,nov_occ_cook_baker,,dwelling_interior,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern,,claim:fuel-iron-pan-lifter-use;claim:fuel-iron-pan-lifter-form,B,candidate,"WK claims выведены косвенно (inferred), поэтому B, не A."
tl_salt_pan,"црен, солеварная сковорода",salt pan,general,cat_item_object_metal_cauldron_v1,existing_v5,item_tpl_nov_metal_cauldron_v1,,,mt_iron,metal,fixture,M4,5–25 кг,rule:metalxfixture,,5000,M4,,nov_occ_saltworker,,riverbank,serviceable;dull_edge;nicked;rusted;loose_handle;cracked;broken,repair_trace;wear_pattern,,src:ethno-analogy,C,candidate,Солеварение в Старой Руссе — у domain economy; устройство црена для 1230 г. не выписано.
tl_mill_stone,жернов водяной мельницы,millstone,agriculture,cat_item_object_mill_stone_v1,proposed_new,,,AGR0018;CRF0125,mt_fieldstone,stone,fixture,M5,>25 кг,rule:stonexfixture,,,,,nov_occ_miller,,mill,serviceable;chipped;worn_groove;broken,wear_pattern,,claim:reconstructed-place-work-mill-operation-depends-on-drive-moving-parts-and-servicing;src:matcult-catalog-v1,C,candidate,Водяная мельница в 1230 г. — осторожная реконструкция (matcult C).
