link_id,item_id,location_archetype,spawn_frequency,reason
ILO009333,OMI01619,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009339,OMI01620,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009345,OMI01621,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009351,OMI01622,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009357,OMI01623,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009363,OMI01624,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009369,OMI01625,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009375,OMI01626,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009381,OMI01627,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009387,OMI01628,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009393,OMI01629,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009399,OMI01630,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009405,OMI01631,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009411,OMI01632,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009417,OMI01633,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009423,OMI01634,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009429,OMI01635,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO009435,OMI01636,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010124,OMI01768,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010129,OMI01769,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010134,OMI01770,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010139,OMI01771,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010144,OMI01772,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010149,OMI01773,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010154,OMI01774,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010159,OMI01775,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010164,OMI01776,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010169,OMI01777,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010174,OMI01778,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010179,OMI01779,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010184,OMI01780,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010189,OMI01781,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010194,OMI01782,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010199,OMI01783,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010204,OMI01784,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010209,OMI01785,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010214,OMI01786,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010219,OMI01787,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010224,OMI01788,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010229,OMI01789,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010234,OMI01790,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010239,OMI01791,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO010244,OMI01792,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010249,OMI01793,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010254,OMI01794,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010259,OMI01795,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010264,OMI01796,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010269,OMI01797,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010274,OMI01798,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010279,OMI01799,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010284,OMI01800,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010289,OMI01801,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010294,OMI01802,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010300,OMI01803,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010301,OMI01803,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010307,OMI01804,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010308,OMI01804,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010314,OMI01805,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010315,OMI01805,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010321,OMI01806,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010322,OMI01806,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010328,OMI01807,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010329,OMI01807,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010335,OMI01808,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010336,OMI01808,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010342,OMI01809,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010343,OMI01809,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010349,OMI01810,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010350,OMI01810,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010356,OMI01811,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010357,OMI01811,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010363,OMI01812,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010364,OMI01812,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010370,OMI01813,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010371,OMI01813,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010377,OMI01814,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010378,OMI01814,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010384,OMI01815,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010385,OMI01815,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010391,OMI01816,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010392,OMI01816,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010398,OMI00164,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010405,OMI01818,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010406,OMI01818,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010412,OMI01819,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010413,OMI01819,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010419,OMI01820,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010420,OMI01820,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010426,OMI01821,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010427,OMI01821,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010433,OMI01822,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010434,OMI01822,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010440,OMI01823,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010441,OMI01823,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010447,OMI01824,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010448,OMI01824,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010454,OMI01825,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010455,OMI01825,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010461,OMI01826,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010462,OMI01826,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010468,OMI01827,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010469,OMI01827,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010475,OMI01828,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010476,OMI01828,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010482,OMI01829,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010483,OMI01829,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010489,OMI01830,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010490,OMI01830,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010496,OMI01831,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010497,OMI01831,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010503,OMI01832,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010504,OMI01832,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010510,OMI01833,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010511,OMI01833,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010517,OMI01834,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010518,OMI01834,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010524,OMI01835,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010525,OMI01835,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010531,OMI01836,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO010532,OMI01836,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010718,OMI01867,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010724,OMI01868,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010730,OMI01869,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010736,OMI01870,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010742,OMI01871,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010748,OMI01872,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010754,OMI01873,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010760,OMI01874,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010766,OMI01875,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010772,OMI01876,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010778,OMI01877,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010784,OMI01878,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010790,OMI01879,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010796,OMI01880,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010802,OMI01881,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010808,OMI01882,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010814,OMI01883,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010820,OMI01884,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010826,OMI01885,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010832,OMI01886,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010838,OMI01887,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010844,OMI01888,boat,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010850,OMI01889,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010856,OMI01890,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010862,OMI01891,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010868,OMI01892,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010874,OMI01893,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010880,OMI01894,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010886,OMI01895,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010892,OMI01896,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010898,OMI01897,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010904,OMI01898,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010910,OMI01899,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO010914,OMI01900,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010919,OMI01901,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010924,OMI01902,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO010929,OMI01903,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010934,OMI01904,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010939,OMI01905,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010944,OMI01906,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010949,OMI01907,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO010954,OMI01908,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010959,OMI01909,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010964,OMI01910,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010969,OMI01911,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010974,OMI01912,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010979,OMI01913,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010984,OMI01914,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010989,OMI01915,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010994,OMI01916,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO010999,OMI01917,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011004,OMI01918,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011009,OMI01919,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011014,OMI01920,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011019,OMI01921,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO011024,OMI01922,military_camp,rare,no WK place family for military camp (gap for military_security / place_families)
ILO011029,OMI01923,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011034,OMI01924,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011037,MSC0008,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011043,OMI01926,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011049,OMI01927,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011055,OMI01928,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011061,OMI01929,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011067,OMI01930,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011073,OMI01931,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011079,OMI01932,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011085,OMI01933,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011091,OMI01934,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011097,OMI01935,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011103,CON0009,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011109,OMI01937,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011115,OMI01938,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011121,OMI01939,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011127,OMI01940,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011133,OMI01941,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011139,OMI01942,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011145,OMI01943,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011151,OMI01944,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011157,OMI01945,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011163,OMI01946,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011169,OMI01947,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011175,OMI01948,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011181,OMI01949,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011187,OMI01950,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011193,OMI01951,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011199,OMI01952,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011205,OMI01953,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011211,CRF0087,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011217,OMI01955,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011223,OMI01956,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011229,OMI01957,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011235,OMI01958,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011241,OMI01959,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011247,OMI01960,boat,rare,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011253,OMI01961,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011259,OMI01962,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011265,OMI01963,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011271,OMI01964,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011277,OMI01965,boat,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011283,OMI01966,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011289,OMI01967,boat,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011294,OMI01968,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011300,OMI01968,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011301,OMI01969,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011307,OMI01969,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011308,OMI01970,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011314,OMI01970,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011315,CRF0087,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011321,CRF0087,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011322,OMI01972,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011328,OMI01972,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011329,OMI01973,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011335,OMI01973,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011336,OMI01974,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011342,OMI01974,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011343,OMI01975,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011349,OMI01975,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011350,OMI01976,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011356,OMI01976,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011357,OMI01977,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011363,OMI01977,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011364,OMI01978,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011370,OMI01978,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011371,OMI01979,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011377,OMI01979,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011378,OMI01980,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011384,OMI01980,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011385,OMI01981,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011391,OMI01981,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011392,OMI01982,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011398,OMI01982,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011399,OMI01983,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011405,OMI01983,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011413,OMI01985,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011419,OMI01985,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011420,HOU0032,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011426,HOU0032,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011427,OMI01987,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011433,OMI01987,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011434,CON0009,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011440,CON0009,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011441,OMI01989,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011447,OMI01989,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011455,OMI01991,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011461,OMI01991,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011462,OMI01992,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011468,OMI01992,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011469,OMI01993,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011475,OMI01993,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011476,OMI01994,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011482,OMI01994,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011483,OMI01995,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011489,OMI01995,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011490,OMI01996,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011496,OMI01996,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011497,OMI01997,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011503,OMI01997,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011504,OMI01998,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011510,OMI01998,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011511,OMI01999,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011517,OMI01999,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011518,OMI02000,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011524,OMI02000,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011525,OMI02001,cart_or_sledge,ubiquitous,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011531,OMI02001,military_camp,ubiquitous,no WK place family for military camp (gap for military_security / place_families)
ILO011532,OMI02002,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011538,OMI02002,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011539,OMI02003,cart_or_sledge,common,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011545,OMI02003,military_camp,common,no WK place family for military camp (gap for military_security / place_families)
ILO011546,OMI02004,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
ILO011552,OMI02004,military_camp,contextual,no WK place family for military camp (gap for military_security / place_families)
ILO011553,OMI02005,cart_or_sledge,contextual,"vehicle/container context, not a place family (belongs to containers_contents / transport_travel)"
