fp_id,region_id,fl_id,table,pf_id,season,frequency_class,weight,visible_state,confidence,basis,status
fp_br_ribes_nigrum__riverbank__spring,region_novgorod_land,fl_br_ribes_nigrum,berries_fungi,riverbank,spring,common,4,flowering,C,"habitat_class BANK:4 BROADLEAF:2 FEN:2 GARDEN:1 -> riverbank (max); season from visible months V–X",candidate
fp_br_ribes_nigrum__riverbank__summer,region_novgorod_land,fl_br_ribes_nigrum,berries_fungi,riverbank,summer,common,4,fruiting,C,"habitat_class BANK:4 BROADLEAF:2 FEN:2 GARDEN:1 -> riverbank (max); season from visible months V–X",candidate
fp_br_ribes_nigrum__riverbank__autumn,region_novgorod_land,fl_br_ribes_nigrum,berries_fungi,riverbank,autumn,common,4,vegetative,C,"habitat_class BANK:4 BROADLEAF:2 FEN:2 GARDEN:1 -> riverbank (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__bridge_crossing__spring,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,bridge_crossing,spring,contextual,2,flowering,C,"habitat_class BANK:2 BROADLEAF:2 -> bridge_crossing (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__bridge_crossing__summer,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,bridge_crossing,summer,contextual,2,fruiting,C,"habitat_class BANK:2 BROADLEAF:2 -> bridge_crossing (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__bridge_crossing__autumn,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,bridge_crossing,autumn,contextual,2,vegetative,C,"habitat_class BANK:2 BROADLEAF:2 -> bridge_crossing (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__broadleaf_woodland__spring,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,broadleaf_woodland,spring,contextual,2,flowering,C,"habitat_class BANK:2 BROADLEAF:2 -> broadleaf_woodland (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__broadleaf_woodland__summer,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,broadleaf_woodland,summer,contextual,2,fruiting,C,"habitat_class BANK:2 BROADLEAF:2 -> broadleaf_woodland (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__broadleaf_woodland__autumn,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,broadleaf_woodland,autumn,contextual,2,vegetative,C,"habitat_class BANK:2 BROADLEAF:2 -> broadleaf_woodland (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__ferry_landing__spring,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,ferry_landing,spring,contextual,2,flowering,C,"habitat_class BANK:2 BROADLEAF:2 -> ferry_landing (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__ferry_landing__summer,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,ferry_landing,summer,contextual,2,fruiting,C,"habitat_class BANK:2 BROADLEAF:2 -> ferry_landing (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__ferry_landing__autumn,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,ferry_landing,autumn,contextual,2,vegetative,C,"habitat_class BANK:2 BROADLEAF:2 -> ferry_landing (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__fishing_camp__spring,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,fishing_camp,spring,contextual,2,flowering,C,"habitat_class BANK:2 BROADLEAF:2 -> fishing_camp (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__fishing_camp__summer,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,fishing_camp,summer,contextual,2,fruiting,C,"habitat_class BANK:2 BROADLEAF:2 -> fishing_camp (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__fishing_camp__autumn,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,fishing_camp,autumn,contextual,2,vegetative,C,"habitat_class BANK:2 BROADLEAF:2 -> fishing_camp (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__lake_shore__spring,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,lake_shore,spring,contextual,2,flowering,C,"habitat_class BANK:2 BROADLEAF:2 -> lake_shore (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__lake_shore__summer,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,lake_shore,summer,contextual,2,fruiting,C,"habitat_class BANK:2 BROADLEAF:2 -> lake_shore (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__lake_shore__autumn,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,lake_shore,autumn,contextual,2,vegetative,C,"habitat_class BANK:2 BROADLEAF:2 -> lake_shore (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__riverbank__spring,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,riverbank,spring,contextual,2,flowering,C,"habitat_class BANK:2 BROADLEAF:2 -> riverbank (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__riverbank__summer,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,riverbank,summer,contextual,2,fruiting,C,"habitat_class BANK:2 BROADLEAF:2 -> riverbank (max); season from visible months V–X",candidate
fp_br_ribes_spicatum__riverbank__autumn,region_novgorod_land,fl_br_ribes_spicatum,berries_fungi,riverbank,autumn,contextual,2,vegetative,C,"habitat_class BANK:2 BROADLEAF:2 -> riverbank (max); season from visible months V–X",candidate
fp_br_rubus_caesius__bridge_crossing__spring,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,bridge_crossing,spring,contextual,2,vegetative,C,"habitat_class BANK:2 EDGE:2 -> bridge_crossing (max); season from visible months V–X",candidate
fp_br_rubus_caesius__bridge_crossing__summer,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,bridge_crossing,summer,contextual,2,fruiting,C,"habitat_class BANK:2 EDGE:2 -> bridge_crossing (max); season from visible months V–X",candidate
fp_br_rubus_caesius__bridge_crossing__autumn,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,bridge_crossing,autumn,contextual,2,fruiting,C,"habitat_class BANK:2 EDGE:2 -> bridge_crossing (max); season from visible months V–X",candidate
fp_br_rubus_caesius__ferry_landing__spring,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,ferry_landing,spring,contextual,2,vegetative,C,"habitat_class BANK:2 EDGE:2 -> ferry_landing (max); season from visible months V–X",candidate
fp_br_rubus_caesius__ferry_landing__summer,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,ferry_landing,summer,contextual,2,fruiting,C,"habitat_class BANK:2 EDGE:2 -> ferry_landing (max); season from visible months V–X",candidate
fp_br_rubus_caesius__ferry_landing__autumn,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,ferry_landing,autumn,contextual,2,fruiting,C,"habitat_class BANK:2 EDGE:2 -> ferry_landing (max); season from visible months V–X",candidate
fp_br_rubus_caesius__fishing_camp__spring,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,fishing_camp,spring,contextual,2,vegetative,C,"habitat_class BANK:2 EDGE:2 -> fishing_camp (max); season from visible months V–X",candidate
fp_br_rubus_caesius__fishing_camp__summer,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,fishing_camp,summer,contextual,2,fruiting,C,"habitat_class BANK:2 EDGE:2 -> fishing_camp (max); season from visible months V–X",candidate
fp_br_rubus_caesius__fishing_camp__autumn,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,fishing_camp,autumn,contextual,2,fruiting,C,"habitat_class BANK:2 EDGE:2 -> fishing_camp (max); season from visible months V–X",candidate
fp_br_rubus_caesius__forest_edge__spring,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,forest_edge,spring,contextual,2,vegetative,C,"habitat_class BANK:2 EDGE:2 -> forest_edge (max); season from visible months V–X",candidate
fp_br_rubus_caesius__forest_edge__summer,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,forest_edge,summer,contextual,2,fruiting,C,"habitat_class BANK:2 EDGE:2 -> forest_edge (max); season from visible months V–X",candidate
fp_br_rubus_caesius__forest_edge__autumn,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,forest_edge,autumn,contextual,2,fruiting,C,"habitat_class BANK:2 EDGE:2 -> forest_edge (max); season from visible months V–X",candidate
fp_br_rubus_caesius__forest_track__spring,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,forest_track,spring,contextual,2,vegetative,C,"habitat_class BANK:2 EDGE:2 -> forest_track (max); season from visible months V–X",candidate
fp_br_rubus_caesius__forest_track__summer,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,forest_track,summer,contextual,2,fruiting,C,"habitat_class BANK:2 EDGE:2 -> forest_track (max); season from visible months V–X",candidate
fp_br_rubus_caesius__forest_track__autumn,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,forest_track,autumn,contextual,2,fruiting,C,"habitat_class BANK:2 EDGE:2 -> forest_track (max); season from visible months V–X",candidate
fp_br_rubus_caesius__lake_shore__spring,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,lake_shore,spring,contextual,2,vegetative,C,"habitat_class BANK:2 EDGE:2 -> lake_shore (max); season from visible months V–X",candidate
fp_br_rubus_caesius__lake_shore__summer,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,lake_shore,summer,contextual,2,fruiting,C,"habitat_class BANK:2 EDGE:2 -> lake_shore (max); season from visible months V–X",candidate
fp_br_rubus_caesius__lake_shore__autumn,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,lake_shore,autumn,contextual,2,fruiting,C,"habitat_class BANK:2 EDGE:2 -> lake_shore (max); season from visible months V–X",candidate
fp_br_rubus_caesius__riverbank__spring,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,riverbank,spring,contextual,2,vegetative,C,"habitat_class BANK:2 EDGE:2 -> riverbank (max); season from visible months V–X",candidate
fp_br_rubus_caesius__riverbank__summer,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,riverbank,summer,contextual,2,fruiting,C,"habitat_class BANK:2 EDGE:2 -> riverbank (max); season from visible months V–X",candidate
fp_br_rubus_caesius__riverbank__autumn,region_novgorod_land,fl_br_rubus_caesius,berries_fungi,riverbank,autumn,contextual,2,fruiting,C,"habitat_class BANK:2 EDGE:2 -> riverbank (max); season from visible months V–X",candidate
fp_br_empetrum_nigrum__bog__winter,region_novgorod_land,fl_br_empetrum_nigrum,berries_fungi,bog,winter,contextual,2,winter_form,C,"habitat_class BOG:2 PINEDRY:1 -> bog (max); season from visible months II–I",candidate
fp_br_empetrum_nigrum__bog__spring,region_novgorod_land,fl_br_empetrum_nigrum,berries_fungi,bog,spring,contextual,2,flowering,C,"habitat_class BOG:2 PINEDRY:1 -> bog (max); season from visible months II–I",candidate
fp_br_empetrum_nigrum__bog__summer,region_novgorod_land,fl_br_empetrum_nigrum,berries_fungi,bog,summer,contextual,2,fruiting,C,"habitat_class BOG:2 PINEDRY:1 -> bog (max); season from visible months II–I",candidate
fp_br_empetrum_nigrum__bog__autumn,region_novgorod_land,fl_br_empetrum_nigrum,berries_fungi,bog,autumn,contextual,2,fruiting,C,"habitat_class BOG:2 PINEDRY:1 -> bog (max); season from visible months II–I",candidate
fp_br_empetrum_nigrum__conifer_woodland__winter,region_novgorod_land,fl_br_empetrum_nigrum,berries_fungi,conifer_woodland,winter,rare,1,winter_form,C,"habitat_class BOG:2 PINEDRY:1 -> conifer_woodland (max); season from visible months II–I",candidate
fp_br_empetrum_nigrum__conifer_woodland__spring,region_novgorod_land,fl_br_empetrum_nigrum,berries_fungi,conifer_woodland,spring,rare,1,flowering,C,"habitat_class BOG:2 PINEDRY:1 -> conifer_woodland (max); season from visible months II–I",candidate
fp_br_empetrum_nigrum__conifer_woodland__summer,region_novgorod_land,fl_br_empetrum_nigrum,berries_fungi,conifer_woodland,summer,rare,1,fruiting,C,"habitat_class BOG:2 PINEDRY:1 -> conifer_woodland (max); season from visible months II–I",candidate
fp_br_empetrum_nigrum__conifer_woodland__autumn,region_novgorod_land,fl_br_empetrum_nigrum,berries_fungi,conifer_woodland,autumn,rare,1,fruiting,C,"habitat_class BOG:2 PINEDRY:1 -> conifer_woodland (max); season from visible months II–I",candidate
fp_br_arctostaphylos_uva_ursi__conifer_woodland__winter,region_novgorod_land,fl_br_arctostaphylos_uva_ursi,berries_fungi,conifer_woodland,winter,rare,1,winter_form,B,"habitat_class PINEDRY:1 -> conifer_woodland (max); season from visible months II–I",candidate
fp_br_arctostaphylos_uva_ursi__conifer_woodland__spring,region_novgorod_land,fl_br_arctostaphylos_uva_ursi,berries_fungi,conifer_woodland,spring,rare,1,flowering,B,"habitat_class PINEDRY:1 -> conifer_woodland (max); season from visible months II–I",candidate
fp_br_arctostaphylos_uva_ursi__conifer_woodland__summer,region_novgorod_land,fl_br_arctostaphylos_uva_ursi,berries_fungi,conifer_woodland,summer,rare,1,fruiting,B,"habitat_class PINEDRY:1 -> conifer_woodland (max); season from visible months II–I",candidate
fp_br_arctostaphylos_uva_ursi__conifer_woodland__autumn,region_novgorod_land,fl_br_arctostaphylos_uva_ursi,berries_fungi,conifer_woodland,autumn,rare,1,fruiting,B,"habitat_class PINEDRY:1 -> conifer_woodland (max); season from visible months II–I",candidate
fp_fu_boletus_edulis__broadleaf_woodland__summer,region_novgorod_land,fl_fu_boletus_edulis,berries_fungi,broadleaf_woodland,summer,contextual,2,fruiting,B,"habitat_class CONIFER:4 MIXED:4 BROADLEAF:2 PINEDRY:2 -> broadleaf_woodland (max); season from visible months VII–X",candidate
fp_fu_boletus_edulis__broadleaf_woodland__autumn,region_novgorod_land,fl_fu_boletus_edulis,berries_fungi,broadleaf_woodland,autumn,contextual,2,fruiting,B,"habitat_class CONIFER:4 MIXED:4 BROADLEAF:2 PINEDRY:2 -> broadleaf_woodland (max); season from visible months VII–X",candidate
fp_fu_boletus_edulis__conifer_woodland__summer,region_novgorod_land,fl_fu_boletus_edulis,berries_fungi,conifer_woodland,summer,common,4,fruiting,B,"habitat_class CONIFER:4 MIXED:4 BROADLEAF:2 PINEDRY:2 -> conifer_woodland (max); season from visible months VII–X",candidate
fp_fu_boletus_edulis__conifer_woodland__autumn,region_novgorod_land,fl_fu_boletus_edulis,berries_fungi,conifer_woodland,autumn,common,4,fruiting,B,"habitat_class CONIFER:4 MIXED:4 BROADLEAF:2 PINEDRY:2 -> conifer_woodland (max); season from visible months VII–X",candidate
fp_fu_boletus_edulis__hunting_ground__summer,region_novgorod_land,fl_fu_boletus_edulis,berries_fungi,hunting_ground,summer,common,4,fruiting,B,"habitat_class CONIFER:4 MIXED:4 BROADLEAF:2 PINEDRY:2 -> hunting_ground (max); season from visible months VII–X",candidate
fp_fu_boletus_edulis__hunting_ground__autumn,region_novgorod_land,fl_fu_boletus_edulis,berries_fungi,hunting_ground,autumn,common,4,fruiting,B,"habitat_class CONIFER:4 MIXED:4 BROADLEAF:2 PINEDRY:2 -> hunting_ground (max); season from visible months VII–X",candidate
fp_fu_boletus_edulis__mixed_woodland__summer,region_novgorod_land,fl_fu_boletus_edulis,berries_fungi,mixed_woodland,summer,common,4,fruiting,B,"habitat_class CONIFER:4 MIXED:4 BROADLEAF:2 PINEDRY:2 -> mixed_woodland (max); season from visible months VII–X",candidate
fp_fu_boletus_edulis__mixed_woodland__autumn,region_novgorod_land,fl_fu_boletus_edulis,berries_fungi,mixed_woodland,autumn,common,4,fruiting,B,"habitat_class CONIFER:4 MIXED:4 BROADLEAF:2 PINEDRY:2 -> mixed_woodland (max); season from visible months VII–X",candidate
fp_fu_leccinum_scabrum__bog__summer,region_novgorod_land,fl_fu_leccinum_scabrum,berries_fungi,bog,summer,contextual,2,fruiting,B,"habitat_class MIXED:8 BROADLEAF:4 EDGE:4 BOG:2 -> bog (max); season from visible months VI–X",candidate
fp_fu_leccinum_scabrum__bog__autumn,region_novgorod_land,fl_fu_leccinum_scabrum,berries_fungi,bog,autumn,contextual,2,fruiting,B,"habitat_class MIXED:8 BROADLEAF:4 EDGE:4 BOG:2 -> bog (max); season from visible months VI–X",candidate
fp_fu_leccinum_scabrum__broadleaf_woodland__summer,region_novgorod_land,fl_fu_leccinum_scabrum,berries_fungi,broadleaf_woodland,summer,common,4,fruiting,B,"habitat_class MIXED:8 BROADLEAF:4 EDGE:4 BOG:2 -> broadleaf_woodland (max); season from visible months VI–X",candidate
fp_fu_leccinum_scabrum__broadleaf_woodland__autumn,region_novgorod_land,fl_fu_leccinum_scabrum,berries_fungi,broadleaf_woodland,autumn,common,4,fruiting,B,"habitat_class MIXED:8 BROADLEAF:4 EDGE:4 BOG:2 -> broadleaf_woodland (max); season from visible months VI–X",candidate
fp_fu_leccinum_scabrum__forest_edge__summer,region_novgorod_land,fl_fu_leccinum_scabrum,berries_fungi,forest_edge,summer,common,4,fruiting,B,"habitat_class MIXED:8 BROADLEAF:4 EDGE:4 BOG:2 -> forest_edge (max); season from visible months VI–X",candidate
fp_fu_leccinum_scabrum__forest_edge__autumn,region_novgorod_land,fl_fu_leccinum_scabrum,berries_fungi,forest_edge,autumn,common,4,fruiting,B,"habitat_class MIXED:8 BROADLEAF:4 EDGE:4 BOG:2 -> forest_edge (max); season from visible months VI–X",candidate
fp_fu_leccinum_scabrum__forest_track__summer,region_novgorod_land,fl_fu_leccinum_scabrum,berries_fungi,forest_track,summer,common,4,fruiting,B,"habitat_class MIXED:8 BROADLEAF:4 EDGE:4 BOG:2 -> forest_track (max); season from visible months VI–X",candidate
fp_fu_leccinum_scabrum__forest_track__autumn,region_novgorod_land,fl_fu_leccinum_scabrum,berries_fungi,forest_track,autumn,common,4,fruiting,B,"habitat_class MIXED:8 BROADLEAF:4 EDGE:4 BOG:2 -> forest_track (max); season from visible months VI–X",candidate
fp_fu_leccinum_scabrum__hunting_ground__summer,region_novgorod_land,fl_fu_leccinum_scabrum,berries_fungi,hunting_ground,summer,ubiquitous,8,fruiting,B,"habitat_class MIXED:8 BROADLEAF:4 EDGE:4 BOG:2 -> hunting_ground (max); season from visible months VI–X",candidate
fp_fu_leccinum_scabrum__hunting_ground__autumn,region_novgorod_land,fl_fu_leccinum_scabrum,berries_fungi,hunting_ground,autumn,ubiquitous,8,fruiting,B,"habitat_class MIXED:8 BROADLEAF:4 EDGE:4 BOG:2 -> hunting_ground (max); season from visible months VI–X",candidate
fp_fu_leccinum_scabrum__mixed_woodland__summer,region_novgorod_land,fl_fu_leccinum_scabrum,berries_fungi,mixed_woodland,summer,ubiquitous,8,fruiting,B,"habitat_class MIXED:8 BROADLEAF:4 EDGE:4 BOG:2 -> mixed_woodland (max); season from visible months VI–X",candidate
fp_fu_leccinum_scabrum__mixed_woodland__autumn,region_novgorod_land,fl_fu_leccinum_scabrum,berries_fungi,mixed_woodland,autumn,ubiquitous,8,fruiting,B,"habitat_class MIXED:8 BROADLEAF:4 EDGE:4 BOG:2 -> mixed_woodland (max); season from visible months VI–X",candidate
fp_fu_leccinum_aurantiacum__broadleaf_woodland__summer,region_novgorod_land,fl_fu_leccinum_aurantiacum,berries_fungi,broadleaf_woodland,summer,common,4,fruiting,B,"habitat_class MIXED:4 BROADLEAF:4 EDGE:2 -> broadleaf_woodland (max); season from visible months VII–IX",candidate
fp_fu_leccinum_aurantiacum__broadleaf_woodland__autumn,region_novgorod_land,fl_fu_leccinum_aurantiacum,berries_fungi,broadleaf_woodland,autumn,common,4,fruiting,B,"habitat_class MIXED:4 BROADLEAF:4 EDGE:2 -> broadleaf_woodland (max); season from visible months VII–IX",candidate
fp_fu_leccinum_aurantiacum__forest_edge__summer,region_novgorod_land,fl_fu_leccinum_aurantiacum,berries_fungi,forest_edge,summer,contextual,2,fruiting,B,"habitat_class MIXED:4 BROADLEAF:4 EDGE:2 -> forest_edge (max); season from visible months VII–IX",candidate
fp_fu_leccinum_aurantiacum__forest_edge__autumn,region_novgorod_land,fl_fu_leccinum_aurantiacum,berries_fungi,forest_edge,autumn,contextual,2,fruiting,B,"habitat_class MIXED:4 BROADLEAF:4 EDGE:2 -> forest_edge (max); season from visible months VII–IX",candidate
fp_fu_leccinum_aurantiacum__forest_track__summer,region_novgorod_land,fl_fu_leccinum_aurantiacum,berries_fungi,forest_track,summer,contextual,2,fruiting,B,"habitat_class MIXED:4 BROADLEAF:4 EDGE:2 -> forest_track (max); season from visible months VII–IX",candidate
fp_fu_leccinum_aurantiacum__forest_track__autumn,region_novgorod_land,fl_fu_leccinum_aurantiacum,berries_fungi,forest_track,autumn,contextual,2,fruiting,B,"habitat_class MIXED:4 BROADLEAF:4 EDGE:2 -> forest_track (max); season from visible months VII–IX",candidate
fp_fu_leccinum_aurantiacum__hunting_ground__summer,region_novgorod_land,fl_fu_leccinum_aurantiacum,berries_fungi,hunting_ground,summer,common,4,fruiting,B,"habitat_class MIXED:4 BROADLEAF:4 EDGE:2 -> hunting_ground (max); season from visible months VII–IX",candidate
fp_fu_leccinum_aurantiacum__hunting_ground__autumn,region_novgorod_land,fl_fu_leccinum_aurantiacum,berries_fungi,hunting_ground,autumn,common,4,fruiting,B,"habitat_class MIXED:4 BROADLEAF:4 EDGE:2 -> hunting_ground (max); season from visible months VII–IX",candidate
fp_fu_leccinum_aurantiacum__mixed_woodland__summer,region_novgorod_land,fl_fu_leccinum_aurantiacum,berries_fungi,mixed_woodland,summer,common,4,fruiting,B,"habitat_class MIXED:4 BROADLEAF:4 EDGE:2 -> mixed_woodland (max); season from visible months VII–IX",candidate
fp_fu_leccinum_aurantiacum__mixed_woodland__autumn,region_novgorod_land,fl_fu_leccinum_aurantiacum,berries_fungi,mixed_woodland,autumn,common,4,fruiting,B,"habitat_class MIXED:4 BROADLEAF:4 EDGE:2 -> mixed_woodland (max); season from visible months VII–IX",candidate
fp_fu_leccinum_versipelle__conifer_woodland__summer,region_novgorod_land,fl_fu_leccinum_versipelle,berries_fungi,conifer_woodland,summer,contextual,2,fruiting,B,"habitat_class MIXED:2 CONIFER:2 -> conifer_woodland (max); season from visible months VII–IX",candidate
fp_fu_leccinum_versipelle__conifer_woodland__autumn,region_novgorod_land,fl_fu_leccinum_versipelle,berries_fungi,conifer_woodland,autumn,contextual,2,fruiting,B,"habitat_class MIXED:2 CONIFER:2 -> conifer_woodland (max); season from visible months VII–IX",candidate
fp_fu_leccinum_versipelle__hunting_ground__summer,region_novgorod_land,fl_fu_leccinum_versipelle,berries_fungi,hunting_ground,summer,contextual,2,fruiting,B,"habitat_class MIXED:2 CONIFER:2 -> hunting_ground (max); season from visible months VII–IX",candidate
fp_fu_leccinum_versipelle__hunting_ground__autumn,region_novgorod_land,fl_fu_leccinum_versipelle,berries_fungi,hunting_ground,autumn,contextual,2,fruiting,B,"habitat_class MIXED:2 CONIFER:2 -> hunting_ground (max); season from visible months VII–IX",candidate
fp_fu_leccinum_versipelle__mixed_woodland__summer,region_novgorod_land,fl_fu_leccinum_versipelle,berries_fungi,mixed_woodland,summer,contextual,2,fruiting,B,"habitat_class MIXED:2 CONIFER:2 -> mixed_woodland (max); season from visible months VII–IX",candidate
fp_fu_leccinum_versipelle__mixed_woodland__autumn,region_novgorod_land,fl_fu_leccinum_versipelle,berries_fungi,mixed_woodland,autumn,contextual,2,fruiting,B,"habitat_class MIXED:2 CONIFER:2 -> mixed_woodland (max); season from visible months VII–IX",candidate
fp_fu_imleria_badia__conifer_woodland__summer,region_novgorod_land,fl_fu_imleria_badia,berries_fungi,conifer_woodland,summer,common,4,fruiting,B,"habitat_class CONIFER:4 MIXED:2 -> conifer_woodland (max); season from visible months VII–X",candidate
fp_fu_imleria_badia__conifer_woodland__autumn,region_novgorod_land,fl_fu_imleria_badia,berries_fungi,conifer_woodland,autumn,common,4,fruiting,B,"habitat_class CONIFER:4 MIXED:2 -> conifer_woodland (max); season from visible months VII–X",candidate
fp_fu_imleria_badia__hunting_ground__summer,region_novgorod_land,fl_fu_imleria_badia,berries_fungi,hunting_ground,summer,common,4,fruiting,B,"habitat_class CONIFER:4 MIXED:2 -> hunting_ground (max); season from visible months VII–X",candidate
fp_fu_imleria_badia__hunting_ground__autumn,region_novgorod_land,fl_fu_imleria_badia,berries_fungi,hunting_ground,autumn,common,4,fruiting,B,"habitat_class CONIFER:4 MIXED:2 -> hunting_ground (max); season from visible months VII–X",candidate
fp_fu_imleria_badia__mixed_woodland__summer,region_novgorod_land,fl_fu_imleria_badia,berries_fungi,mixed_woodland,summer,contextual,2,fruiting,B,"habitat_class CONIFER:4 MIXED:2 -> mixed_woodland (max); season from visible months VII–X",candidate
fp_fu_imleria_badia__mixed_woodland__autumn,region_novgorod_land,fl_fu_imleria_badia,berries_fungi,mixed_woodland,autumn,contextual,2,fruiting,B,"habitat_class CONIFER:4 MIXED:2 -> mixed_woodland (max); season from visible months VII–X",candidate
fp_fu_xerocomus_subtomentosus__broadleaf_woodland__summer,region_novgorod_land,fl_fu_xerocomus_subtomentosus,berries_fungi,broadleaf_woodland,summer,contextual,2,fruiting,B,"habitat_class MIXED:2 BROADLEAF:2 EDGE:2 -> broadleaf_woodland (max); season from visible months VII–IX",candidate
fp_fu_xerocomus_subtomentosus__broadleaf_woodland__autumn,region_novgorod_land,fl_fu_xerocomus_subtomentosus,berries_fungi,broadleaf_woodland,autumn,contextual,2,fruiting,B,"habitat_class MIXED:2 BROADLEAF:2 EDGE:2 -> broadleaf_woodland (max); season from visible months VII–IX",candidate
fp_fu_xerocomus_subtomentosus__forest_edge__summer,region_novgorod_land,fl_fu_xerocomus_subtomentosus,berries_fungi,forest_edge,summer,contextual,2,fruiting,B,"habitat_class MIXED:2 BROADLEAF:2 EDGE:2 -> forest_edge (max); season from visible months VII–IX",candidate
fp_fu_xerocomus_subtomentosus__forest_edge__autumn,region_novgorod_land,fl_fu_xerocomus_subtomentosus,berries_fungi,forest_edge,autumn,contextual,2,fruiting,B,"habitat_class MIXED:2 BROADLEAF:2 EDGE:2 -> forest_edge (max); season from visible months VII–IX",candidate
fp_fu_xerocomus_subtomentosus__forest_track__summer,region_novgorod_land,fl_fu_xerocomus_subtomentosus,berries_fungi,forest_track,summer,contextual,2,fruiting,B,"habitat_class MIXED:2 BROADLEAF:2 EDGE:2 -> forest_track (max); season from visible months VII–IX",candidate
fp_fu_xerocomus_subtomentosus__forest_track__autumn,region_novgorod_land,fl_fu_xerocomus_subtomentosus,berries_fungi,forest_track,autumn,contextual,2,fruiting,B,"habitat_class MIXED:2 BROADLEAF:2 EDGE:2 -> forest_track (max); season from visible months VII–IX",candidate
fp_fu_xerocomus_subtomentosus__hunting_ground__summer,region_novgorod_land,fl_fu_xerocomus_subtomentosus,berries_fungi,hunting_ground,summer,contextual,2,fruiting,B,"habitat_class MIXED:2 BROADLEAF:2 EDGE:2 -> hunting_ground (max); season from visible months VII–IX",candidate
fp_fu_xerocomus_subtomentosus__hunting_ground__autumn,region_novgorod_land,fl_fu_xerocomus_subtomentosus,berries_fungi,hunting_ground,autumn,contextual,2,fruiting,B,"habitat_class MIXED:2 BROADLEAF:2 EDGE:2 -> hunting_ground (max); season from visible months VII–IX",candidate
fp_fu_xerocomus_subtomentosus__mixed_woodland__summer,region_novgorod_land,fl_fu_xerocomus_subtomentosus,berries_fungi,mixed_woodland,summer,contextual,2,fruiting,B,"habitat_class MIXED:2 BROADLEAF:2 EDGE:2 -> mixed_woodland (max); season from visible months VII–IX",candidate
fp_fu_xerocomus_subtomentosus__mixed_woodland__autumn,region_novgorod_land,fl_fu_xerocomus_subtomentosus,berries_fungi,mixed_woodland,autumn,contextual,2,fruiting,B,"habitat_class MIXED:2 BROADLEAF:2 EDGE:2 -> mixed_woodland (max); season from visible months VII–IX",candidate
fp_fu_suillus_luteus__conifer_woodland__summer,region_novgorod_land,fl_fu_suillus_luteus,berries_fungi,conifer_woodland,summer,common,4,fruiting,C,"habitat_class PINEDRY:4 EDGE:2 -> conifer_woodland (max); season from visible months VIII–XI",candidate
