fl_id,name_ru,name_lat,name_en,group,life_form,region_id,universal_taxon,category_ref,habitat_classes,habitat_presence,visible_months,flowering_months,fruiting_months,phenology_by_season,winter_look,perceptual_cues,uses,medicinal_practice_epoch,toxicity,lookalike_ids,lookalikes,edibility,yield_unit,yield_note,evidence_1230,source_refs,confidence,gbif_usage_key,gbif_nw_count,status,notes
fl_hb_phleum_pratense,тимофеевка луговая,Phleum pratense,timothy,grass,perennial_grass,,true,proposed:flora/grass,MEADOW:4 PASTURE:2,"floodplain_meadow:common; hay_meadow:common; pasture:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7,7 8,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII); плодоносит/спороносит (VII–VIII)"",""autumn"":""вегетирует""}",,плотный цилиндрический колос-«султан» на высоком стебле,"корм;сено",не засвидетельствовано для Новгорода XIII в.,,,,not_food,охапка,"ед. сбора для материализации; количество задаёт код","современный ареал; луговые злаки как класс — WK","https://www.gbif.org/species/9014945 ; https://en.wikipedia.org/wiki/Phleum_pratense ; wk:claim:harvest-sickle-crops-grasses ; wk:claim:livestock-rumen-forage-digestion",C,9014945,929,candidate,
fl_hb_arctium_tomentosum,лопух паутинистый,Arctium tomentosum,woolly burdock,forb_ruderal,biennial_herb,,true,proposed:flora/forb_ruderal,RUDERAL:4 BANK:2,"bridge_crossing:contextual; churchyard:common; ferry_landing:contextual; fishing_camp:contextual; lake_shore:contextual; monastery_yard:common; outbuildings:common; peasant_homestead:common; riverbank:contextual; road:common; rural_yard:common; town_courtyard:common; town_street:common; town_wall_edge:common; village_lane:common | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,7 8,9 10,"{""winter"":""сухие стебли с колючими корзинками цепляются за одежду зимой"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VII–VIII)"",""autumn"":""плодоносит/спороносит (IX–X)""}",сухие стебли с колючими корзинками цепляются за одежду зимой,"огромные листья у заборов, цепкие «репьи» на одежде и шерсти",корень съедобен после варки (реконструкция),не засвидетельствовано для Новгорода XIII в.,,,,edible_after_processing,охапка,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5393080 ; https://en.wikipedia.org/wiki/Arctium_tomentosum",C,5393080,903,candidate,
fl_hb_capsella_bursa_pastoris,пастушья сумка,Capsella bursa-pastoris,shepherd's purse,forb_ruderal,annual_herb,,true,proposed:flora/forb_ruderal,RUDERAL:4 GARDEN:2 ARABLE:2,"arable_field:contextual; churchyard:common; monastery_yard:common; orchard_garden:contextual; outbuildings:common; peasant_homestead:common; road:common; rural_yard:common; town_courtyard:common; town_street:common; town_wall_edge:common; village_lane:common | seasons: spring,summer,autumn",4 5 6 7 8 9 10,4 5 6 7 8 9,5 6 7 8 9 10,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""цветёт/колосится (IV–V); плодоносит/спороносит (V)"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VI–VIII)"",""autumn"":""цветёт/колосится (IX); плодоносит/спороносит (IX–X)""}",,треугольные «сумочки»-стручки на тонком стебле у дорог,,не засвидетельствовано для Новгорода XIII в.,,,,edible_fresh,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5375388 ; https://en.wikipedia.org/wiki/Capsella_bursa-pastoris",C,5375388,1274,candidate,
fl_hb_polygonum_aviculare,горец птичий (спорыш),Polygonum aviculare,knotgrass,forb_ruderal,annual_herb,,true,proposed:flora/forb_ruderal,TRAMPLED:8 RUDERAL:4,"churchyard:common; ferry_landing:ubiquitous; forest_track:ubiquitous; market_square:ubiquitous; monastery_yard:common; outbuildings:common; peasant_homestead:common; river_wharf:ubiquitous; road:ubiquitous; rural_yard:ubiquitous; town_courtyard:common; town_street:ubiquitous; town_wall_edge:common; village_lane:ubiquitous | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7 8 9,7 8 9 10,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VII–VIII)"",""autumn"":""цветёт/колосится (IX); плодоносит/спороносит (IX–X)""}",,плотный низкий ковёр на утоптанных дворах и улицах,корм птице,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/7821030 ; https://en.wikipedia.org/wiki/Polygonum_aviculare",C,7821030,612,candidate,
fl_hb_persicaria_hydropiper,горец перечный (водяной перец),Persicaria hydropiper,water-pepper,forb_wetland,annual_herb,,true,proposed:flora/forb_wetland,BANK:4 TRAMPLED:2,"bridge_crossing:common; ferry_landing:common; fishing_camp:common; forest_track:contextual; lake_shore:common; market_square:contextual; river_wharf:contextual; riverbank:common; road:contextual; rural_yard:contextual; town_street:contextual; village_lane:contextual | seasons: summer,autumn",6 7 8 9 10,7 8 9,8 9 10,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""цветёт/колосится (VII–VIII); плодоносит/спороносит (VIII)"",""autumn"":""цветёт/колосится (IX); плодоносит/спороносит (IX–X)""}",,"жгуче-перечный вкус листа, розоватые поникшие колоски у воды",,не засвидетельствовано для Новгорода XIII в.,жгучий сок раздражает,fl_hb_persicaria_amphibia fl_hb_polygonum_aviculare,"fl_hb_persicaria_amphibia,fl_hb_polygonum_aviculare: другие горцы",poisonous,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/8323622 ; https://en.wikipedia.org/wiki/Persicaria_hydropiper",C,8323622,208,candidate,
fl_hb_persicaria_amphibia,горец земноводный,Persicaria amphibia,amphibious bistort,aquatic_floating,perennial_herb,,true,proposed:flora/aquatic_floating,WATERFLOAT:2 SHORE:2,"fishing_camp:contextual; lake_shore:contextual; marshy_stream:contextual; river_channel:contextual; riverbank:contextual | seasons: summer,autumn",6 7 8 9 10,7 8,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""цветёт/колосится (VII–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,розовые колоски над плавающими листьями в заводях,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/6391648 ; https://en.wikipedia.org/wiki/Persicaria_amphibia",C,6391648,426,candidate,
fl_hb_potentilla_anserina,лапчатка гусиная,Potentilla anserina,silverweed,forb_ruderal,perennial_herb,,true,proposed:flora/forb_ruderal,TRAMPLED:4 PASTURE:4 BANK:2,"bridge_crossing:contextual; ferry_landing:common; fishing_camp:contextual; forest_track:common; lake_shore:contextual; market_square:common; pasture:common; river_wharf:common; riverbank:contextual; road:common; rural_yard:common; town_street:common; village_lane:common | seasons: spring,summer,autumn",4 5 6 7 8 9 10,6 7 8,7 8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VII–VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,серебристые перистые листья по гусиным выгонам и улицам,корень съедобен (реконструкция),не засвидетельствовано для Новгорода XIII в.,,fl_hb_ranunculus_acris,fl_hb_ranunculus_acris: жёлтые цветы лютика,edible_after_processing,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5366829 ; https://en.wikipedia.org/wiki/Potentilla_anserina",C,5366829,139,candidate,
fl_hb_potentilla_erecta,лапчатка прямостоячая (калган),Potentilla erecta,tormentil,forb_meadow,perennial_herb,,true,proposed:flora/forb_meadow,PASTURE:2 MEADOW:2 FEN:2,"bog:contextual; floodplain_meadow:contextual; hay_meadow:contextual; marshy_stream:contextual; pasture:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7 8,7 8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VII–VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,"мелкие четырёхлепестковые жёлтые цветки, красный излом корневища","дубление и краситель — поздняя практика; для 1230 реконструкция",не засвидетельствовано для Новгорода XIII в.,,fl_hb_ranunculus_acris,fl_hb_ranunculus_acris: пятилепестковый лютик,not_food,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5365576 ; https://en.wikipedia.org/wiki/Potentilla_erecta",C,5365576,571,candidate,
fl_hb_comarum_palustre,сабельник болотный,Comarum palustre,marsh cinquefoil,forb_wetland,perennial_herb,,true,proposed:flora/forb_wetland,FEN:4 SHORE:2,"bog:common; fishing_camp:contextual; lake_shore:contextual; marshy_stream:common; riverbank:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,тёмно-бордовые звёздчатые цветки на сплавинах,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/3020532 ; https://en.wikipedia.org/wiki/Comarum_palustre",C,3020532,452,candidate,
fl_hb_menyanthes_trifoliata,вахта трёхлистная,Menyanthes trifoliata,bogbean,forb_wetland,perennial_herb,,true,proposed:flora/forb_wetland,FEN:4 BOG:2 SHORE:2,"bog:common; fishing_camp:contextual; lake_shore:contextual; marshy_stream:common; riverbank:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,5 6,7 8,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""цветёт/колосится (V)"",""summer"":""цветёт/колосится (VI); плодоносит/спороносит (VII–VIII)"",""autumn"":""вегетирует""}",,"тройчатые листья над водой, бахромчатые белые цветки; очень горькая",,не засвидетельствовано для Новгорода XIII в.,,,,not_food,пучок,"ед. сбора для материализации; количество задаёт код","Валдай, верховые болота (совр.)","src:VALDAY_BOG2023 ; https://www.gbif.org/species/5341511 ; https://en.wikipedia.org/wiki/Menyanthes_trifoliata",B,5341511,324,candidate,
fl_hb_calla_palustris,белокрыльник болотный,Calla palustris,bog arum,forb_wetland,perennial_herb,,true,proposed:flora/forb_wetland,FEN:2 BOG:2 SHORE:2,"bog:contextual; fishing_camp:contextual; lake_shore:contextual; marshy_stream:contextual; riverbank:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,"сердцевидные листья и белое крыло-покрывало; осенью красные ягоды початком",,не засвидетельствовано для Новгорода XIII в.,"свежий ядовит, жжёт рот; ягоды ядовиты",fl_br_oxycoccus_palustris,fl_br_oxycoccus_palustris: красные ягоды на болоте,poisonous,пучок,"ед. сбора для материализации; количество задаёт код","Валдай, верховые болота (совр.)","src:VALDAY_BOG2023 ; https://www.gbif.org/species/2869101 ; https://en.wikipedia.org/wiki/Calla_palustris",B,2869101,466,candidate,
fl_hb_drosera_rotundifolia,росянка круглолистная,Drosera rotundifolia,round-leaved sundew,forb_wetland,perennial_herb,,true,proposed:flora/forb_wetland,BOG:4,"bog:common | seasons: spring,summer,autumn",5 6 7 8 9,6 7 8,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,красные ложечки листьев с блестящими липкими каплями на сфагнуме,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код","Валдай, верховые болота (совр.)","src:VALDAY_BOG2023 ; https://www.gbif.org/species/3191030 ; https://en.wikipedia.org/wiki/Drosera_rotundifolia",B,3191030,281,candidate,
fl_hb_dactylorhiza_maculata,пальчатокоренник пятнистый,Dactylorhiza maculata,heath spotted orchid,forb_wetland,perennial_herb,,true,proposed:flora/forb_wetland,FEN:1 BOG:1 WETMEADOW:1,"bog:rare; floodplain_meadow:rare; marshy_stream:rare | seasons: spring,summer,autumn",5 6 7 8 9,6 7,8,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII); плодоносит/спороносит (VIII)"",""autumn"":""вегетирует""}",,"бледно-лиловые кисти орхидеи, пятнистые листья",,не засвидетельствовано для Новгорода XIII в.,,,,not_food,пучок,"ед. сбора для материализации; количество задаёт код","Валдай, верховые болота (совр.)","src:VALDAY_BOG2023 ; https://www.gbif.org/species/8179794 ; https://en.wikipedia.org/wiki/Dactylorhiza_maculata",B,8179794,518,candidate,
fl_hb_utricularia_vulgaris,пузырчатка обыкновенная,Utricularia vulgaris,greater bladderwort,aquatic_submerged,perennial_herb,,true,proposed:flora/aquatic_submerged,WATERFLOAT:2 FEN:2,"bog:contextual; lake_shore:contextual; marshy_stream:contextual; river_channel:contextual | seasons: summer,autumn",6 7 8 9,7 8,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""цветёт/колосится (VII–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,"жёлтые цветы над водой, под водой — нити с пузырьками",,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код","Валдай, верховые болота (совр.)","src:VALDAY_BOG2023 ; https://www.gbif.org/species/3172427 ; https://en.wikipedia.org/wiki/Utricularia_vulgaris",B,3172427,112,candidate,
fl_hb_typha_latifolia,рогоз широколистный,Typha latifolia,common bulrush (cattail),aquatic_emergent,perennial_herb,,true,proposed:flora/aquatic_emergent,SHORE:8 FEN:2,"bog:contextual; fishing_camp:ubiquitous; lake_shore:ubiquitous; marshy_stream:ubiquitous; riverbank:ubiquitous | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,6 7,8 9 10,"{""winter"":""бурые «початки» рассыпаются пухом над льдом"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX–X)""}",бурые «початки» рассыпаются пухом над льдом,"тёмно-бурые бархатные початки, широкие листья-ленты у воды","листья — циновки (реконструкция);пух — набивка (реконструкция);корневище — голодная пища (реконструкция)",не засвидетельствовано для Новгорода XIII в.,,,,edible_after_processing,вязанка,"ед. сбора для материализации; количество задаёт код","в WK рогоз только в research; общая биология водных трав — WK","wk:claim:final-nature-rooted-aquatic-herbs-can-combine-substrate-rhizomes-with-floating-or-emergent-leaves ; https://www.gbif.org/species/5289423 ; https://en.wikipedia.org/wiki/Typha_latifolia",C,5289423,714,candidate,
fl_hb_typha_angustifolia,рогоз узколистный,Typha angustifolia,lesser bulrush,aquatic_emergent,perennial_herb,,true,proposed:flora/aquatic_emergent,SHORE:4,"fishing_camp:common; lake_shore:common; marshy_stream:common; riverbank:common | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,6 7,8 9 10,"{""winter"":""сухие початки над льдом"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX–X)""}",сухие початки над льдом,узкие листья и разорванный початок (мужская часть отделена),как у рогоза широколистного (реконструкция),не засвидетельствовано для Новгорода XIII в.,,,,edible_after_processing,вязанка,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5289461 ; https://en.wikipedia.org/wiki/Typha_angustifolia",C,5289461,39,candidate,
fl_hb_phragmites_australis,тростник обыкновенный,Phragmites australis,common reed,aquatic_emergent,perennial_grass,,true,proposed:flora/aquatic_emergent,SHORE:8 FEN:4 BANK:4,"bog:common; bridge_crossing:common; ferry_landing:common; fishing_camp:ubiquitous; lake_shore:ubiquitous; marshy_stream:ubiquitous; riverbank:ubiquitous | seasons: winter,spring,summer,autumn",1 2 3 4 5 6 7 8 9 10 11 12,7 8,9 10,"{""winter"":""жёлто-серые сухие стебли с метёлками шуршат над снегом"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VII–VIII)"",""autumn"":""плодоносит/спороносит (IX–X)""}",жёлто-серые сухие стебли с метёлками шуршат над снегом,"стена высоких стеблей с пушистыми метёлками, шелест на ветру","циновки (WK);кровля (реконструкция);подстилка",не засвидетельствовано для Новгорода XIII в.,нет,,,not_food,вязанка,"ед. сбора для материализации; количество задаёт код","WK: биология, ареал, резка и циновки","wk:claim:common-reed-rhizome-produces-stems-in-wetland-habitat ; wk:claim:static-phragmites-australis-modern-native-range-includes-northwest-european-russia ; wk:claim:reality-batch-01-wetland-reed-cutting-needs-clear-hand-and-foot-placement ; wk:claim:r6-suitable-prepared-reed-stems-can-be-interlaced-or-overlapped-and-bound-into-a-mat ; https://www.gbif.org/species/5290149 ; https://en.wikipedia.org/wiki/Phragmites_australis",B,5290149,1277,candidate,finite source (заросли)
fl_hb_nymphaea_candida,кувшинка чисто-белая,Nymphaea candida,small white water-lily,aquatic_floating,perennial_herb,,true,proposed:flora/aquatic_floating,WATERFLOAT:4,"lake_shore:common; marshy_stream:common; river_channel:common | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7 8,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,"белые чаши цветков, закрывающиеся к вечеру, на круглых плавающих листьях",корневище — голодная пища (реконструкция),не засвидетельствовано для Новгорода XIII в.,"корневище горькое, вредно в сыром виде",fl_hb_nuphar_lutea,fl_hb_nuphar_lutea: кубышка,edible_after_processing,охапка,"ед. сбора для материализации; количество задаёт код","общая форма водных трав — WK; вид — совр. ареал","wk:claim:final-nature-rooted-aquatic-herbs-can-combine-substrate-rhizomes-with-floating-or-emergent-leaves ; https://www.gbif.org/species/7410966 ; https://en.wikipedia.org/wiki/Nymphaea_candida",C,7410966,250,candidate,
fl_hb_nuphar_lutea,кубышка жёлтая,Nuphar lutea,yellow water-lily,aquatic_floating,perennial_herb,,true,proposed:flora/aquatic_floating,WATERFLOAT:8,"lake_shore:ubiquitous; marshy_stream:ubiquitous; river_channel:ubiquitous | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7 8,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,"жёлтые шарики цветков со спиртово-винным запахом, толстые плавающие листья",,не засвидетельствовано для Новгорода XIII в.,корневище ядовито,fl_hb_nymphaea_candida,fl_hb_nymphaea_candida: кувшинка,poisonous,охапка,"ед. сбора для материализации; количество задаёт код",общая форма водных трав — WK,"wk:claim:final-nature-rooted-aquatic-herbs-can-combine-substrate-rhizomes-with-floating-or-emergent-leaves ; https://www.gbif.org/species/7551339 ; https://en.wikipedia.org/wiki/Nuphar_lutea",C,7551339,772,candidate,
fl_hb_potamogeton_natans,рдест плавающий,Potamogeton natans,broad-leaved pondweed,aquatic_floating,perennial_herb,,true,proposed:flora/aquatic_floating,WATERFLOAT:4,"lake_shore:common; marshy_stream:common; river_channel:common | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7 8,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,эллиптические плавающие листья и зелёные колоски над водой,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,охапка,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5301147 ; https://en.wikipedia.org/wiki/Potamogeton_natans",C,5301147,260,candidate,
fl_hb_potamogeton_perfoliatus,рдест пронзённолистный,Potamogeton perfoliatus,perfoliate pondweed,aquatic_submerged,perennial_herb,,true,proposed:flora/aquatic_submerged,WATERSUB:4,"lake_shore:common; river_channel:common | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7 8,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,"подводные заросли, цепляющиеся за весло и сеть",,не засвидетельствовано для Новгорода XIII в.,,,,not_food,охапка,"ед. сбора для материализации; количество задаёт код",WK: заросли мешают неводу,"wk:claim:mb14-practical-net-draw-needs-clear-controlled-water-edge ; https://www.gbif.org/species/5301200 ; https://en.wikipedia.org/wiki/Potamogeton_perfoliatus",C,5301200,240,candidate,
fl_hb_lemna_minor,ряска малая,Lemna minor,common duckweed,aquatic_floating,annual_herb,,true,proposed:flora/aquatic_floating,WATERFLOAT:4,"lake_shore:common; marshy_stream:common; river_channel:common | seasons: spring,summer,autumn",5 6 7 8 9 10,,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""вегетирует""}",,сплошная зелёная плёнка крошечных листочков на стоячей воде,корм уткам,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2867589 ; https://en.wikipedia.org/wiki/Lemna_minor",C,2867589,180,candidate,
fl_hb_hydrocharis_morsus_ranae,водокрас лягушачий,Hydrocharis morsus-ranae,frogbit,aquatic_floating,perennial_herb,,true,proposed:flora/aquatic_floating,WATERFLOAT:2,"lake_shore:contextual; marshy_stream:contextual; river_channel:contextual | seasons: summer,autumn",6 7 8 9,7 8,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""цветёт/колосится (VII–VIII)"",""autumn"":""вегетирует""}",,маленькие круглые листья-«монетки» с белыми цветками в заводях,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,горсть,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5329266 ; https://en.wikipedia.org/wiki/Hydrocharis_morsus-ranae",C,5329266,289,candidate,
fl_hb_stratiotes_aloides,телорез алоэвидный,Stratiotes aloides,water soldier,aquatic_floating,perennial_herb,,true,proposed:flora/aquatic_floating,WATERFLOAT:2,"lake_shore:contextual; marshy_stream:contextual; river_channel:contextual | seasons: spring,summer,autumn",5 6 7 8 9 10,6 7 8,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII)"",""autumn"":""вегетирует""}",,"колючие розетки-«ананасы», всплывающие летом в старицах",,не засвидетельствовано для Новгорода XIII в.,острые зубчики режут руки,,,not_food,охапка,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5329192 ; https://en.wikipedia.org/wiki/Stratiotes_aloides",C,5329192,106,candidate,
fl_hb_sagittaria_sagittifolia,стрелолист обыкновенный,Sagittaria sagittifolia,arrowhead,aquatic_emergent,perennial_herb,,true,proposed:flora/aquatic_emergent,SHORE:4,"fishing_camp:common; lake_shore:common; marshy_stream:common; riverbank:common | seasons: summer,autumn",6 7 8 9 10,7 8,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""цветёт/колосится (VII–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,"листья-стрелы над водой, белые цветки с пурпурным центром",клубни съедобны после варки (реконструкция),не засвидетельствовано для Новгорода XIII в.,,,,edible_after_processing,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/5328882 ; https://en.wikipedia.org/wiki/Sagittaria_sagittifolia",C,5328882,353,candidate,
fl_hb_alisma_plantago_aquatica,частуха подорожниковая,Alisma plantago-aquatica,water-plantain,aquatic_emergent,perennial_herb,,true,proposed:flora/aquatic_emergent,SHORE:4 BANK:2,"bridge_crossing:contextual; ferry_landing:contextual; fishing_camp:common; lake_shore:common; marshy_stream:common; riverbank:common | seasons: summer,autumn",6 7 8 9 10,7 8,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""цветёт/колосится (VII–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,"широкие листья на длинных черешках, ажурная метёлка мелких цветков",,не засвидетельствовано для Новгорода XIII в.,"сок раздражает кожу; в сыром виде ядовита",fl_hb_sagittaria_sagittifolia,fl_hb_sagittaria_sagittifolia: стрелолист со съедобными после варки клубнями,poisonous,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2865100 ; https://en.wikipedia.org/wiki/Alisma_plantago-aquatica",C,2865100,648,candidate,
fl_hb_butomus_umbellatus,сусак зонтичный,Butomus umbellatus,flowering rush,aquatic_emergent,perennial_herb,,true,proposed:flora/aquatic_emergent,SHORE:2,"fishing_camp:contextual; lake_shore:contextual; marshy_stream:contextual; riverbank:contextual | seasons: summer,autumn",6 7 8 9 10,7 8,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""цветёт/колосится (VII–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,розовые зонтики над узкими трёхгранными листьями,корневище — голодная пища (реконструкция),не засвидетельствовано для Новгорода XIII в.,,,,edible_after_processing,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/2864467 ; https://en.wikipedia.org/wiki/Butomus_umbellatus",C,2864467,396,candidate,
fl_hb_sparganium_erectum,ежеголовник прямой,Sparganium erectum,branched bur-reed,aquatic_emergent,perennial_herb,,true,proposed:flora/aquatic_emergent,SHORE:4,"fishing_camp:common; lake_shore:common; marshy_stream:common; riverbank:common | seasons: summer,autumn",6 7 8 9 10,6 7 8,8 9,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""цветёт/колосится (VI–VIII); плодоносит/спороносит (VIII)"",""autumn"":""плодоносит/спороносит (IX)""}",,колючие шарики соцветий по ветвистому стеблю у воды,,не засвидетельствовано для Новгорода XIII в.,,,,not_food,пучок,"ед. сбора для материализации; количество задаёт код",современный ареал,"https://www.gbif.org/species/7679536 ; https://en.wikipedia.org/wiki/Sparganium_erectum",C,7679536,161,candidate,
